,gyr_x,gyr_y,gyr_z,gyr_abs,labelWalkingStandingstill,labelSitting,labelWalking
1970-01-01 00:00:28.521872458,0.1282252175284,-0.09842968473219998,0.141769786067,0.4307294580240001,0,0,0
1970-01-01 00:00:29.021872458,0.3823314701604,0.25896855201786,-0.05077304644800001,0.5509456374780001,0,0,0
1970-01-01 00:00:29.521872458,1.4909503518979996,-0.2771942932512,-1.49198509780808,2.2531406337999997,0,0,0
1970-01-01 00:00:30.021872458,0.404338513843,-0.1008699955668,-1.5504358545172,2.170134916082,0,0,0
1970-01-01 00:00:30.521872458,0.018384545828800034,-0.552158228778,-0.4720685048436,2.6652072582119994,0,0,0
1970-01-01 00:00:31.021872458,0.550853797275,0.7146183809518001,-0.12433481902107996,1.2123219160340002,0,0,0
1970-01-01 00:00:31.521872458,-0.08127143531358823,-0.40614299878029414,0.09856997015596078,0.7455283575039213,0,0,0
1970-01-01 00:00:32.021872458,0.09044470296336002,0.37548247992531997,0.4991982139803,0.6880779674303998,0,0,0
1970-01-01 00:00:32.521872458,0.004708671934018,0.030372306772305596,0.00631504172134,0.09004786108059999,0,0,0
1970-01-01 00:00:33.021872458,-0.047795586028540005,-0.25119109753502,-0.05244339276966001,0.33697582313400004,0,0,0
1970-01-01 00:00:33.521872458,0.05509202030414,0.03643088025936,0.020316186332378,0.091861983259,0,0,0
1970-01-01 00:00:34.021872458,0.09673661104306,0.310732970612098,0.035447068441204,0.34505691643799996,0,0,0
1970-01-01 00:00:34.521872458,0.007699193692864199,-0.0365939702870356,-0.010162400717440002,0.1877505538946,0,0,0
1970-01-01 00:00:35.021872458,-0.02514967768363999,-0.04015114632447199,0.030692548079704004,0.216911239211,0,0,0
1970-01-01 00:00:35.521872458,-0.014653101572784313,-0.03484243997280392,0.019204383943392158,0.13989324519686275,0,0,0
1970-01-01 00:00:36.021872458,-0.1407514785258205,-0.25740197291487177,-0.05551086930651282,0.3107484981771794,0,0,0
