,gyr_x,gyr_y,gyr_z,gyr_abs,labelWalkingStandingstill,labelSitting,labelWalking
1970-01-01 00:00:00.021872458,0.2881287118696078,0.24774096636850979,0.4321690986017255,0.9599003591156864,0,0,0
1970-01-01 00:00:00.521872458,-0.23573190419964005,0.37407287204140005,0.0285452620666,1.921920648942,0,0,0
1970-01-01 00:00:01.021872458,0.217806887180456,-2.8748908948999996,0.8103667470620001,3.0440765862399997,0,0,0
1970-01-01 00:00:01.521872458,0.597602569746,-1.9353383373800002,0.7999575869565999,2.25364781796,0,0,0
1970-01-01 00:00:02.021872458,0.4656406196900001,2.2269624539920003,-0.43879890055199994,2.902370304364,0,0,0
1970-01-01 00:00:02.521872458,0.2906467279014,3.62858699324,-0.07285481410296,3.68209963954,0,0,0
1970-01-01 00:00:03.021872458,0.8716102920643999,4.40047796732,-0.011046074329199997,4.53879540842,0,0,0
1970-01-01 00:00:03.521872458,-0.9456550364027452,-5.15736447225647,1.9022624928803924,6.79108786802941,0,0,0
1970-01-01 00:00:04.021872458,-2.4856795311020004,-0.93589469354622,2.003380539382,4.491846112039999,0,0,0
1970-01-01 00:00:04.521872458,-2.15603578097,1.7783600237918,1.1943885492939998,3.2615392749799996,0,0,0
1970-01-01 00:00:05.021872458,0.46728936469800003,-1.2254371553360002,0.54756946192696,2.8986636635600003,0,0,0
1970-01-01 00:00:05.521872458,3.9264921117200005,-2.6133638501720005,0.054602768486891995,4.8829099738,0,0,0
1970-01-01 00:00:06.021872458,-1.211965246706,-2.2798367801659998,1.8118047661300003,4.10925086408,0,0,0
1970-01-01 00:00:06.521872458,0.9491210667099002,1.7503326913538004,-0.2840489153432,3.0812604847800005,0,0,0
1970-01-01 00:00:07.021872458,0.36117134757999997,-0.20452461498569277,0.42971224406700004,2.69685904606,0,0,0
1970-01-01 00:00:07.521872458,-1.252401814278039,0.21238466360862746,0.14177669988156866,1.8926793135490196,0,0,0
1970-01-01 00:00:08.021872458,1.3928688462950403,-0.6672835314462,-0.3271620160804,2.1131510110000002,0,0,0
1970-01-01 00:00:08.521872458,-1.99388246536,-0.16404924325499998,0.24900600594732,2.2671461276000002,0,0,0
1970-01-01 00:00:09.021872458,1.3697620891032,-0.5767943896144,1.0063722981526002,2.60236883812,0,0,0
1970-01-01 00:00:09.521872458,-1.108224837581,-0.9291540478114001,-0.27209777191459994,2.105344556412,0,0,0
1970-01-01 00:00:10.021872458,0.8306346760003999,0.5428553901627999,0.5574060787632,1.6525619235600002,0,0,0
1970-01-01 00:00:10.521872458,-0.6205693309008,-0.6982751218710002,0.07532262667940001,1.5651479126780001,0,0,0
1970-01-01 00:00:11.021872458,0.48051000199,-0.05701119436400001,0.049299161439,1.6372351130179998,0,0,0
1970-01-01 00:00:11.521872458,0.2354255225353922,0.04154069977633334,0.2319012440613725,1.1922885107235293,0,0,0
1970-01-01 00:00:12.021872458,-0.08442084822759999,-0.1934806077604,-0.19108062799774003,0.5641719108959999,0,0,0
1970-01-01 00:00:12.521872458,0.14194802103828,0.5066546034393999,-0.04671883882006,0.585276383606,0,0,0
1970-01-01 00:00:13.021872458,0.141504058319,-0.5338178500522,-0.27085757315799996,0.742671219728,0,0,0
1970-01-01 00:00:13.521872458,-0.08259660783118,0.5272368203072,-0.1614616421634,0.710447821252,0,0,0
1970-01-01 00:00:14.021872458,0.015807424759036,-0.5096363105934,-0.37078061714599997,0.8083321111139999,0,0,0
1970-01-01 00:00:14.521872458,0.04619635396372599,0.4703000933373999,-0.19479638480535805,0.719786023724,0,0,0
1970-01-01 00:00:15.021872458,-0.2133276822183,-0.34540107123159997,0.181586928668,0.910888333188,0,0,0
1970-01-01 00:00:15.521872458,0.21707521596390195,0.28847233484986273,0.18371120255882353,0.6782540724196079,0,0,0
1970-01-01 00:00:16.021872458,-0.15426916691678,-0.1729554733372,0.12191255672396001,0.7104785719,0,0,0
1970-01-01 00:00:16.521872458,0.13572565992963997,0.028478662968800007,0.04402557065558,0.545637173672,0,0,0
1970-01-01 00:00:17.021872458,-0.19593611927848,0.12350074724194003,0.06591554178,0.7607651540660001,0,0,0
1970-01-01 00:00:17.521872458,0.19885503139740002,-0.15341270911879998,-0.023523421668858,0.926792895254,0,0,0
1970-01-01 00:00:18.021872458,-0.20299955314574,0.20282607054653998,-0.01831279859634,0.812200275186,0,0,0
1970-01-01 00:00:18.521872458,0.30978089130906,-0.29917816719164003,-0.3645710167264,0.925917562388,0,0,0
1970-01-01 00:00:19.021872458,-0.08727456920106003,0.25801930942516,-0.06868147372901999,0.5536156458320001,0,0,0
1970-01-01 00:00:19.521872458,-0.041950120474117655,0.15226895216333333,0.07655786886023529,0.7230284107941177,0,0,0
1970-01-01 00:00:20.021872458,-0.109647403922,-0.21507562367940003,0.0024307519933999986,1.5796113512799999,0,0,0
1970-01-01 00:00:20.521872458,-0.03849907211959999,-0.269315344414,-0.002329020822079998,1.2337924969960001,0,0,0
1970-01-01 00:00:21.021872458,0.32964379690620005,-0.019043899912000003,-0.08914773199382,0.9834015611460001,0,0,0
1970-01-01 00:00:21.521872458,-0.49806215253830005,0.7605276310660001,-0.0034668651799199994,0.9759455673900002,0,0,0
1970-01-01 00:00:22.021872458,0.16475426049300004,-0.9886702378976,-0.0176816185218,1.245372248696,0,0,0
1970-01-01 00:00:22.521872458,0.50031285587298,-0.3295492396924001,-0.2061693803154,1.530158612246,0,0,0
1970-01-01 00:00:23.021872458,-0.24920682763400012,1.0839237554388002,2.0862474515994,4.43435097398,0,0,0
1970-01-01 00:00:23.521872458,-0.22621541984901955,-2.515247105690196,0.6404056723531374,5.890178854588236,0,0,0
1970-01-01 00:00:24.021872458,1.2093676979413999,0.150916195538,1.1611700551636002,3.39051192068,0,0,0
1970-01-01 00:00:24.521872458,-0.28809374454399994,-1.4712442527510001,-0.5171177336812,2.6715991204400003,0,0,0
1970-01-01 00:00:25.021872458,0.2712142166724,1.2990628481139999,1.57483278033776,3.99192996038,0,0,0
1970-01-01 00:00:25.521872458,-1.2622742581439998,-0.5956046519920999,-1.1101042112861998,3.6088515821800002,0,0,0
1970-01-01 00:00:26.021872458,-0.9678841940472,0.22879779145220003,-0.16311707134620002,1.3626625981140001,0,0,0
1970-01-01 00:00:26.521872458,0.275732485455,-0.566702418912,0.08129199672460001,1.0421891417959999,0,0,0
1970-01-01 00:00:27.021872458,1.1488061760294002,-0.07175355887608001,-0.36651767224799997,1.666503198942,0,0,0
1970-01-01 00:00:27.521872458,-0.8438022242156863,0.1676351158730196,0.03778951319058822,0.913309001672549,0,0,0
1970-01-01 00:00:28.021872458,-0.051069130764839994,-0.12124865001994001,0.1515404081356,0.3341216401739999,0,0,0
