,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,gyr_x,gyr_y,gyr_z,magn_x,magn_y,magn_z,orient_yaw,orient_qx,orient_qz,orient_roll,orient_qw,orient_qy,orient_pitch,textwalking,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
2022-06-19 19:10:10.998231300,-0.8281848562712738,-0.7085830235986202,1.027810012825348,1.9785003475739413,-5.744553713922808,-7.696701810591556,-0.009511280983616983,0.11644833266772013,0.3980117101762263,-7.3295570166446815,-14.979792051335336,-12.649278301935448,1.0136114494286426,0.16729671165817925,0.3707546688170341,0.2515570928996975,0.636879421464694,0.19732982319122466,0.6258852482524163,0.0,-0.5536197848092873,-0.3650915444359288,0.10086804137404853,-0.08179896671673131,-0.2779485099846505,0.21930740607366614,-0.1000490416154271
2022-06-19 19:10:11.248231300,-0.4925679599619139,-1.0027294148155068,0.851971578145139,1.4966738201061982,-5.986627483118834,-7.581535053748452,0.3008423333625389,0.0303590880945031,0.2768683835084099,-8.102781373955303,-14.76712751135652,-11.124125712899033,2.6472959995305256,-0.016804368415476785,0.9210902122235888,0.2076282050155999,0.19801862883424612,0.3346283707642971,0.6557868484805716,0.0,-0.5532557320403808,-0.4128450524816363,-0.2899855880775995,-0.180310422098557,-0.4015578425809865,0.3955101531976684,0.0443751113143403
2022-06-19 19:10:11.498231300,-0.19765467640881543,-0.09688993772077789,0.6918686845484884,1.6042678090710574,-6.3551483038309575,-7.369560511195804,-0.14756764365060512,0.6776136361264404,0.7329999900106395,-7.801832318227664,-15.31717889387401,-15.676128310937392,2.7925018224159084,-0.029987877577083176,0.9256805802200267,0.19285887145575994,0.1297892023981047,0.3525313531385772,0.7017909944572662,0.0,-0.5805818003003063,-0.3871239284434229,-0.30293486097721,-0.18293268022963832,-0.4285121048563879,0.3533354454431382,0.13293641042397386
2022-06-19 19:10:11.748231300,-0.48955534978968507,0.15247145616185165,-0.2121909956477602,2.1418049238129995,-6.694690688805791,-6.626786536980349,-0.7509957374770289,-0.005965677927543283,1.9704537424093,8.006819715367394,-11.6922785416721,-12.12206499130649,-0.2941327703245218,-0.1651485165768823,0.9000803155024422,0.33339850711057506,-0.09730679131180647,0.3528833224931269,0.7676504937218029,0.0,-0.5047047264908324,-0.3509660089280388,-0.11744967855756266,0.30553507129349,-0.44695377525185226,0.2132562075144993,0.32516544559027327
2022-06-19 19:10:11.998231300,-1.1553978854858995,0.3872621352326561,-0.9303505231570935,1.0264172307810286,-6.680435654805208,-7.073767958379022,-0.3871601409345951,-0.2164032537411211,1.9455353093986352,19.395294624660497,-10.96452556250279,-16.057472455676773,-2.168350098337123,-0.2190281204891368,0.8099483404116719,0.12445641442047005,-0.452949022722524,0.28898584613277306,0.7212552786007427,0.0,-0.5130714099593602,-0.2467143941534787,-0.08995644108394535,0.6379987391235316,-0.3653455901386168,0.132144170787087,0.36572794862171926
2022-06-19 19:10:12.248231300,-0.20893977248756387,0.1318669817625328,-0.4575572137338578,-0.6323895824304084,-6.360651315397416,-7.422203249810903,0.4184305646048959,0.6024323481285466,0.8711836369292325,15.233433854596665,-15.93054014897529,-29.994545077213296,-1.5679403434512724,-0.2282688418808757,0.6649326179946753,-0.08148736057799404,-0.6458381344204547,0.2804319459286181,0.7397676947080156,0.0,-0.6198669224554392,-0.15634274421374467,-0.18661321063942354,0.5503425566274429,-0.20714570779443203,0.15389525599735107,0.34289599941250604
2022-06-19 19:10:12.498231300,1.1825763542788028,-0.035896087442797264,-0.10585243687429281,-1.0334036140592724,-6.626112182041613,-7.02979494422023,0.1520601951313162,0.40821419510947227,0.70934442725137,13.197233026525852,-22.324530922706874,-33.54495074669806,-0.980544277758726,-0.2784647060145853,0.460421303184802,-0.13873579231445887,-0.8110669428110309,0.22220140190503565,0.7175551955932624,0.0,-0.6672242520997366,-0.04558055283483464,-0.2512068347394765,0.46718922470214663,-0.0963884379527813,0.10251046737115523,0.3693066047526659
2022-06-19 19:10:12.748231300,1.0322615592798772,0.7783073276854845,-0.4783954853700912,-1.3202372340312907,-6.58885125936181,-7.455746705478756,-0.15552750201490012,0.45898180177570436,0.7181019005412879,12.81328885094569,-26.51326894858804,-32.020122386653455,-0.5637677413691508,-0.3180798025509229,0.2900156092271185,-0.1858625308704272,-0.8821356937005355,0.18217233929558435,0.7329704613235866,0.0,-0.7191867069479626,0.040294306518251506,-0.28317807402008166,0.41217953274695296,-0.04843084014934277,0.04666563196847787,0.40348936012870484
2022-06-19 19:10:12.998231300,0.8893093023116124,-0.2753941269893585,-0.23865759908857967,-1.435816138002144,-6.215767105219281,-6.962614360113568,0.4102623559224793,0.5556286333310319,0.5190310173984285,11.74640446441075,-28.158941377875607,-28.043571905138545,-0.21842987474516626,-0.3431759734422233,0.1362019281446969,-0.1977367155502614,-0.9192409390602916,0.13041474552799634,0.7307994117122351,0.0,-0.7091370109616091,0.10995318997305387,-0.31725534101553343,0.34231693260301493,0.0009271705851733363,0.012682762141200414,0.3615697657292708
2022-06-19 19:10:13.248231300,0.8077829620196019,0.21219782811964516,0.5092648984354582,-1.5399227086015888,-6.829721945929905,-7.459132853924039,-0.6004514486330406,0.24707633589422617,0.67006307138619,10.445293165564628,-33.44202788646732,-27.026538831074376,0.02001803250348641,-0.3339657346243369,0.023613486244448336,-0.198023804103722,-0.9372987599054586,0.09003288156743787,0.6830386027408549,0.0,-0.7606614597936916,0.16434497857446725,-0.3381907393890319,0.29204031887362614,0.015974551119319003,0.005433623282775933,0.28690950934471426
2022-06-19 19:10:13.498231300,1.0456217683218045,2.841652941637273,0.5864025459742009,-0.8910902980339861,-3.215213609109291,-8.880239858314571,-2.372806464646147,1.4943930025122816,0.8376182800798146,10.597522630257032,-21.627180888207526,-33.35161503819135,0.3183528457031291,-0.2198670280920048,-0.13789663427117085,-0.11829460814169715,-0.9585470650202615,0.02574035531196504,0.4359657137261312,0.0,-0.6043934336082489,0.27085979174042124,-0.29268021934436034,0.211460922977462,0.00890318519741257,-0.08081417397041266,0.2887379364459315
2022-06-19 19:10:13.748231300,2.0310764014346003,0.781407858709586,0.679052508472962,2.5712563763447247,5.519814768506529,-4.968953858837028,-1.6279547710612983,2.2103119216465923,0.9709448245291266,24.38241904749028,15.872081157803738,-22.158785948457982,0.9339278583091624,0.42554719312564,-0.2468375259146388,0.6096137450352129,-0.8398835053755775,-0.044387937907715856,-0.7712564676723811,0.0,0.3066438275828339,0.4795516597462187,-0.07652339110690334,0.03250850500108743,-0.2386096837273424,-0.15465466260714447,0.10641921085677038
2022-06-19 19:10:13.998231300,0.9318288245290252,-0.7623171010574712,1.2230636448340328,5.783203800029403,8.75096485878195,0.234711899981904,-0.7383683479337753,0.40778461100541963,0.6751524706877279,38.501851079176674,30.650536800930716,-1.4112735586860186,1.6562875767603271,0.6955728788355658,-0.2028443659332689,1.6949281987546714,-0.6480510156125949,-0.2289212164984252,-0.945278752082658,0.0,0.8029295915763959,0.5269007185591219,0.019182544264707623,-0.1394525909002925,-0.5622292369166292,-0.2497046068002848,-0.09399302962138129
2022-06-19 19:10:14.248231300,-0.42928746223947806,1.3995381609378525,0.7644916114731977,6.6315022735530835,6.389208111286323,1.5834503604681633,-1.3862530267614916,-1.0587126771753483,0.07759352430687293,39.77872709088072,20.412532185620673,2.701631399946148,2.027707509461786,0.7287667185249902,-0.3440111023290893,1.7462324603367865,-0.5646275493580403,-0.16065952013471774,-0.7952613773800371,0.0,0.6991820860227795,0.5812413961919654,0.09389511924735269,-0.2176660745497052,-0.6245920007872034,-0.20928169431263074,-0.08810372494089458
2022-06-19 19:10:14.498231300,0.6059676136892224,-0.052044646448363444,-1.0182015791750352,7.036362365845038,7.0110055817260495,1.7863544325912035,-0.18621599787767806,-0.7726368983527512,-0.13021409634209336,39.27635701375846,26.33965669013795,-2.6872797688920995,2.3742437173228947,0.7694318175452578,-0.4126177564626331,1.8443963374122867,-0.4796933745798912,-0.07344989228739766,-0.7458406732542611,0.0,0.7203687147018811,0.5819376088919274,0.18613160560770003,-0.27359887938072947,-0.6002631126080608,-0.2088493157975478,0.05043970796698679
2022-06-19 19:10:14.748231300,-0.17433500003013797,-0.5883522530682683,-1.9541743564851148,5.155875213623581,7.105012442181466,-2.3469154120305467,2.5091611000749188,-0.11111581317248129,-0.6893122748567626,25.62077636189135,25.140526898635567,-20.40749116200097,2.17902681479676,0.6002888731778507,-0.5409946806892625,1.1921829828362491,-0.5577839422803647,0.08043698584138878,-0.8385237787161611,0.0,0.48165807013213563,0.5700498625410831,0.14282903413081927,-0.2480338823256931,-0.2915529756436143,-0.02035888035257379,0.0132840679536595
2022-06-19 19:10:14.998231300,-2.331632734820126,2.815839653113294,-0.2754695780271701,1.2918156828952896,2.093258280759723,-8.984167438377774,3.063925677798633,-0.262533593459098,-1.2360170791049236,2.598690576332722,-4.123360071782705,-40.10420597257267,1.4730962470480753,0.1157551610740466,-0.656540480508592,0.12029265800874628,-0.7364669647107897,0.0322160844131902,-0.21618642099573115,0.0,-0.296603302599229,0.4685549395722317,-0.09890088457758592,-0.10881098198135745,0.13446380804889219,0.12785815433838668,-0.1797288790709782
