"Time","lat","long","alt","alt_WGS84","speed","dir","dist","horizontal_acc","vertical_acc","sattelites"
2.999967833E2,5.234681006E1,4.876685264E0,7.687413981E-1,4.347329083E1,0.000000000E0,-1.000000000E0,1.673095018E0,5.630648936E0,5.630648936E0,-1.000000000E0
3.009967681E2,5.234681495E1,4.876690663E0,8.593252636E-1,4.356386469E1,0.000000000E0,-1.000000000E0,1.673294522E0,5.880632099E0,5.880632099E0,-1.000000000E0
3.019967530E2,5.234681344E1,4.876689093E0,-7.602323126E-1,4.194431015E1,9.331373438E-1,-1.000000000E0,1.675404563E0,5.962212389E0,5.962212389E0,-1.000000000E0
3.029967370E2,5.234683054E1,4.876702563E0,4.671492502E0,4.737600314E1,1.707255412E0,-1.000000000E0,1.675880864E0,5.900601798E0,5.900601798E0,-1.000000000E0
3.039967228E2,5.234683343E1,4.876697384E0,2.493345027E0,4.519785457E1,4.152390797E-1,3.047996807E1,1.676218596E0,5.983089403E0,5.983089403E0,-1.000000000E0
3.049967079E2,5.234683527E1,4.876693434E0,2.098790285E0,4.480329950E1,0.000000000E0,3.062512345E1,1.676769801E0,6.078793987E0,6.078793987E0,-1.000000000E0
3.059966940E2,5.234684014E1,4.876694914E0,1.994230715E0,4.469873221E1,0.000000000E0,3.062512623E1,1.676819625E0,6.164721725E0,6.164721725E0,-1.000000000E0
3.069966800E2,5.234684036E1,4.876695555E0,2.053909827E0,4.475841065E1,0.000000000E0,3.062512652E1,1.676819625E0,6.069152957E0,6.069152957E0,-1.000000000E0
3.079966652E2,5.234684036E1,4.876695555E0,2.053909827E0,4.475841065E1,0.000000000E0,3.062512652E1,1.677494618E0,6.149044549E0,6.149044549E0,-1.000000000E0
3.089966521E2,5.234684403E1,4.876703469E0,1.586534346E0,4.429102545E1,0.000000000E0,3.062513063E1,1.678096982E0,6.435259313E0,6.435259313E0,-1.000000000E0
3.099966381E2,5.234684783E1,4.876697147E0,1.510994362E0,4.421548374E1,0.000000000E0,3.062513058E1,1.678553417E0,6.361654296E0,6.361654296E0,-1.000000000E0
3.109966249E2,5.234685188E1,4.876696062E0,1.443832828E0,4.414831713E1,0.000000000E0,3.062513220E1,1.678553417E0,6.164962937E0,6.164962937E0,-1.000000000E0
3.119966121E2,5.234685188E1,4.876696062E0,1.443832828E0,4.414831713E1,0.000000000E0,3.062513220E1,1.679424710E0,6.267036463E0,6.267036463E0,-1.000000000E0
3.129965997E2,5.234685830E1,4.876688698E0,1.113769652E0,4.381824915E1,0.000000000E0,3.062513309E1,1.679484093E0,6.257139883E0,6.257139883E0,-1.000000000E0
3.139965858E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,6.164562574E0,6.164562574E0,-1.000000000E0
3.149965734E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,6.221393541E0,6.221393541E0,-1.000000000E0
3.159965603E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,6.247278426E0,6.247278426E0,-1.000000000E0
3.169965476E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,6.149127767E0,6.149127767E0,-1.000000000E0
3.179965355E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,6.136770080E0,6.136770080E0,-1.000000000E0
3.189965234E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,6.114626483E0,6.114626483E0,-1.000000000E0
3.199965107E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,6.121742753E0,6.121742753E0,-1.000000000E0
3.209964985E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,5.754928574E0,5.754928574E0,-1.000000000E0
3.219964862E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,5.789487844E0,5.789487844E0,-1.000000000E0
3.229964745E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,5.817823751E0,5.817823751E0,-1.000000000E0
3.239964622E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,5.803499264E0,5.803499264E0,-1.000000000E0
3.249964499E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,5.512554037E0,5.512554037E0,-1.000000000E0
3.259964386E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,5.330017411E0,5.330017411E0,-1.000000000E0
3.269964267E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,5.402682313E0,5.402682313E0,-1.000000000E0
3.279964151E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,5.189014313E0,5.189014313E0,-1.000000000E0
3.289964036E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,5.062471783E0,5.062471783E0,-1.000000000E0
3.299963918E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,5.081324750E0,5.081324750E0,-1.000000000E0
3.309963802E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,5.136967690E0,5.136967690E0,-1.000000000E0
3.319963681E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.679484093E0,5.239803923E0,5.239803923E0,-1.000000000E0
3.329963571E2,5.234685878E1,4.876689057E0,1.023437136E0,4.372791574E1,0.000000000E0,3.062513343E1,1.694656125E0,5.290238682E0,5.290238682E0,-1.000000000E0
3.339963460E2,5.234699522E1,4.876685842E0,2.574835263E0,4.527912350E1,0.000000000E0,-1.000000000E0,1.694939820E0,5.443846017E0,5.443846017E0,-1.000000000E0
3.349963342E2,5.234699681E1,4.876689099E0,2.450159621E0,4.515444374E1,0.000000000E0,-1.000000000E0,1.699015993E0,5.717125315E0,5.717125315E0,-1.000000000E0
3.359963224E2,5.234699163E1,4.876748505E0,2.297094486E0,4.500135176E1,1.705694233E0,8.068489632E1,1.702109001E0,5.572006473E0,5.572006473E0,-1.000000000E0
3.369963123E2,5.234696889E1,4.876774716E0,1.673694269E0,4.437796852E1,1.985797716E0,8.934326301E1,1.706710174E0,5.382130157E0,5.382130157E0,-1.000000000E0
3.379963002E2,5.234696043E1,4.876841024E0,2.558885953E0,4.526313401E1,3.204106610E0,8.996823936E1,1.712443423E0,5.303579589E0,5.303579589E0,-1.000000000E0
3.389962890E2,5.234692399E1,4.876900739E0,2.374168250E0,4.507843332E1,3.993364356E0,8.119942638E1,1.718621321E0,4.948000623E0,4.948000623E0,-1.000000000E0
3.399962780E2,5.234689550E1,4.876978823E0,2.901533448E0,4.560579377E1,4.096177754E0,8.779900948E1,1.723165700E0,4.873928377E0,4.873928377E0,-1.000000000E0
3.409962660E2,5.234689548E1,4.877045724E0,2.960108526E0,4.566433042E1,4.229757492E0,8.089334597E1,1.727256973E0,4.859643766E0,4.859643766E0,-1.000000000E0
3.419962547E2,5.234690545E1,4.877103703E0,2.598102483E0,4.530227701E1,4.068341197E0,6.861000996E1,1.730460786E0,4.860685435E0,4.860685435E0,-1.000000000E0
3.429962441E2,5.234691274E1,4.877149333E0,2.687153605E0,4.539129163E1,3.514327490E0,6.448790011E1,1.734945936E0,4.877395168E0,4.877395168E0,-1.000000000E0
3.439962329E2,5.234692959E1,4.877209331E0,2.495045564E0,4.519912538E1,3.900620916E0,6.322141888E1,1.741201190E0,4.980701350E0,4.980701350E0,-1.000000000E0
3.449962215E2,5.234693340E1,4.877301207E0,1.753004856E0,4.445702648E1,4.740353341E0,7.186898121E1,1.747253932E0,5.140550382E0,5.140550382E0,-1.000000000E0
3.459962101E2,5.234694651E1,4.877387692E0,1.406727924E0,4.411068137E1,5.356723900E0,7.235549637E1,1.753500124E0,5.319836261E0,5.319836261E0,-1.000000000E0
3.469961993E2,5.234694249E1,4.877479411E0,2.657680251E-1,4.296967443E1,5.679472480E0,7.873842634E1,1.760671804E0,5.696266311E0,5.696266311E0,-1.000000000E0
3.479961880E2,5.234693254E1,4.877583727E0,4.754192736E-1,4.317927973E1,6.185924166E0,8.607311429E1,1.767494557E0,6.111621700E0,6.111621700E0,-1.000000000E0
3.489961770E2,5.234692385E1,4.877683157E0,7.443794869E-1,4.344819505E1,6.337725125E0,8.911145257E1,1.777862986E0,6.226364396E0,6.226364396E0,-1.000000000E0
3.499961655E2,5.234695090E1,4.877829234E0,1.506515264E0,4.421020875E1,7.285693714E0,7.880598688E1,1.785192660E0,4.975390564E0,4.975390564E0,-1.000000000E0
3.509961543E2,5.234695456E1,4.877936973E0,3.587633453E0,4.629125985E1,7.074038270E0,7.680401810E1,1.791598432E0,4.894681412E0,4.894681412E0,-1.000000000E0
3.519961430E2,5.234695115E1,4.878031112E0,3.800856024E0,4.650443311E1,6.475376113E0,7.725417203E1,1.797878255E0,4.846671221E0,4.846671221E0,-1.000000000E0
3.529961329E2,5.234695834E1,4.878122811E0,4.539600261E0,4.724311452E1,6.308717160E0,7.486754333E1,1.805128374E0,4.821357803E0,4.821357803E0,-1.000000000E0
3.539961215E2,5.234696245E1,4.878229333E0,4.979966520E0,4.768341375E1,6.498346065E0,7.523429682E1,1.811789798E0,4.800913898E0,4.800913898E0,-1.000000000E0
3.549961104E2,5.234696127E1,4.878327382E0,5.094093848E0,4.779748639E1,6.310050714E0,7.796235216E1,1.818784140E0,4.792183375E0,4.792183375E0,-1.000000000E0
3.559960991E2,5.234696248E1,4.878430332E0,4.096131657E0,4.679946332E1,6.425627490E0,8.137602306E1,1.826744901E0,4.785390148E0,4.785390148E0,-1.000000000E0
3.569960878E2,5.234696402E1,4.878547501E0,3.666435110E0,4.636969725E1,6.889916550E0,8.431314614E1,1.834595523E0,4.789460244E0,4.789460244E0,-1.000000000E0
3.579960767E2,5.234696192E1,4.878663025E0,3.290513521E0,4.599371223E1,7.268781419E0,8.727092215E1,1.841246641E0,4.775196859E0,4.775196859E0,-1.000000000E0
3.589960662E2,5.234696537E1,4.878760778E0,3.863527020E0,4.656666468E1,6.728041719E0,8.525217410E1,1.847779759E0,4.769413142E0,4.769413142E0,-1.000000000E0
3.599960546E2,5.234697053E1,4.878856585E0,3.688307828E0,4.639138314E1,6.302363205E0,8.350239850E1,1.852431510E0,4.752248403E0,4.752248403E0,-1.000000000E0
3.609960440E2,5.234697969E1,4.878923406E0,3.180067092E0,4.588309109E1,5.361171008E0,7.844986296E1,1.858911763E0,4.748406585E0,4.748406585E0,-1.000000000E0
3.619960337E2,5.234699261E1,4.879016434E0,2.389455563E0,4.509240788E1,5.666136244E0,7.654421405E1,1.864335770E0,4.762015218E0,4.762015218E0,-1.000000000E0
3.629960220E2,5.234699908E1,4.879095578E0,2.202662854E0,4.490556056E1,5.326881458E0,7.941528950E1,1.869408045E0,4.777461616E0,4.777461616E0,-1.000000000E0
3.639960111E2,5.234699208E1,4.879169367E0,2.110809318E0,4.481367447E1,4.836904691E0,8.430055910E1,1.876240694E0,4.774830908E0,4.774830908E0,-1.000000000E0
3.649959993E2,5.234697182E1,4.879264327E0,1.117829779E0,4.382066892E1,5.106827421E0,8.930646408E1,1.882223040E0,4.754411084E0,4.754411084E0,-1.000000000E0
3.659959893E2,5.234697057E1,4.879352374E0,3.577040760E-1,4.306049437E1,5.067186983E0,8.573770087E1,1.889557857E0,4.759519814E0,4.759519814E0,-1.000000000E0
3.669959781E2,5.234699106E1,4.879455011E0,6.029252438E-1,4.330562765E1,5.450633732E0,7.548803837E1,1.895134929E0,4.749614074E0,4.749614074E0,-1.000000000E0
3.679959673E2,5.234700011E1,4.879535768E0,1.383047644E0,4.408569088E1,5.049859170E0,7.216682124E1,1.899644822E0,4.745638268E0,4.745638268E0,-1.000000000E0
3.689959564E2,5.234701340E1,4.879598495E0,2.428982955E0,4.513157141E1,4.524637604E0,6.800963879E1,1.903703370E0,4.739798325E0,4.739798325E0,-1.000000000E0
3.699959447E2,5.234703034E1,4.879651423E0,2.163208872E0,4.486574303E1,4.048523759E0,6.213951510E1,1.906522329E0,4.745756062E0,4.745756062E0,-1.000000000E0
3.709959339E2,5.234704420E1,4.879686173E0,1.870517826E0,4.457301248E1,3.175727292E0,5.200152032E1,1.909726785E0,4.738202350E0,4.738202350E0,-1.000000000E0
3.719959228E2,5.234706641E1,4.879716235E0,2.107374406E0,4.480982047E1,2.998956444E0,3.675502489E1,1.913690682E0,4.736961957E0,4.736961957E0,-1.000000000E0
3.729959120E2,5.234707072E1,4.879774163E0,2.238341333E0,4.494074803E1,2.626103246E0,4.695016280E1,1.916878345E0,4.739694557E0,4.739694557E0,-1.000000000E0
3.739959016E2,5.234706894E1,4.879821001E0,1.945656464E0,4.464803874E1,2.183953807E0,6.033108511E1,1.918482012E0,4.735197307E0,4.735197307E0,-1.000000000E0
3.749958901E2,5.234706160E1,4.879841322E0,-3.742652815E0,3.895972813E1,1.298153388E0,7.831735042E1,1.919389969E0,4.751032420E0,4.751032420E0,-1.000000000E0
3.759958788E2,5.234706970E1,4.879842950E0,-3.387630332E0,3.931473826E1,1.695690012E0,-1.000000000E0,1.921299986E0,4.750350015E0,4.750350015E0,-1.000000000E0
3.769958686E2,5.234707098E1,4.879870992E0,-2.782994027E0,3.991935664E1,1.256360468E0,-1.000000000E0,1.922028022E0,4.751326069E0,4.751326069E0,-1.000000000E0
3.779958577E2,5.234706927E1,4.879881340E0,-1.025615960E0,4.167673117E1,0.000000000E0,-1.000000000E0,1.922258886E0,4.756736960E0,4.756736960E0,-1.000000000E0
3.789958459E2,5.234706866E1,4.879884586E0,-4.557115790E-1,4.224663455E1,0.000000000E0,-1.000000000E0,1.922692917E0,4.754184571E0,4.754184571E0,-1.000000000E0
3.799958357E2,5.234706761E1,4.879890740E0,-6.826268509E-4,4.270166144E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.747001236E0,4.747001236E0,-1.000000000E0
3.809958248E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.749244571E0,4.749244571E0,-1.000000000E0
3.819958144E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.753408589E0,4.753408589E0,-1.000000000E0
3.829958030E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.755270276E0,4.755270276E0,-1.000000000E0
3.839957916E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.773084259E0,4.773084259E0,-1.000000000E0
3.849977795E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.766463949E0,4.766463949E0,-1.000000000E0
3.859977666E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.773223568E0,4.773223568E0,-1.000000000E0
3.869977847E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.775860480E0,4.775860480E0,-1.000000000E0
3.879977658E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.779889958E0,4.779889958E0,-1.000000000E0
3.889977781E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.787836735E0,4.787836735E0,-1.000000000E0
3.899977505E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.789642094E0,4.789642094E0,-1.000000000E0
3.909977522E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.794131141E0,4.794131141E0,-1.000000000E0
3.919977207E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.791501007E0,4.791501007E0,-1.000000000E0
3.929977216E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.789580121E0,4.789580121E0,-1.000000000E0
3.939976873E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.784284161E0,4.784284161E0,-1.000000000E0
3.949976857E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.777731845E0,4.777731845E0,-1.000000000E0
3.959976526E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.786827350E0,4.786827350E0,-1.000000000E0
3.969976474E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.790955222E0,4.790955222E0,-1.000000000E0
3.979976137E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.791670792E0,4.791670792E0,-1.000000000E0
3.989976102E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.791815325E0,4.791815325E0,-1.000000000E0
3.999975740E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.795838049E0,4.795838049E0,-1.000000000E0
4.009975699E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.796536453E0,4.796536453E0,-1.000000000E0
4.019975368E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.797972443E0,4.797972443E0,-1.000000000E0
4.029975343E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.803426761E0,4.803426761E0,-1.000000000E0
4.039975026E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.923054133E0,4.804017079E0,4.804017079E0,-1.000000000E0
4.049974724E2,5.234706846E1,4.879895870E0,2.302349797E-1,4.293257490E1,0.000000000E0,-1.000000000E0,1.926612466E0,4.804323388E0,4.804323388E0,-1.000000000E0
4.059974419E2,5.234707069E1,4.879948128E0,1.460682932E0,4.416298967E1,0.000000000E0,-1.000000000E0,1.926617061E0,4.805189715E0,4.805189715E0,-1.000000000E0
4.069974141E2,5.234707071E1,4.879948077E0,1.483351162E0,4.418565790E1,0.000000000E0,-1.000000000E0,1.926617061E0,4.817372299E0,4.817372299E0,-1.000000000E0
4.079973866E2,5.234707071E1,4.879948077E0,1.483351162E0,4.418565790E1,0.000000000E0,-1.000000000E0,1.927037343E0,4.847516541E0,4.847516541E0,-1.000000000E0
4.089973605E2,5.234707299E1,4.879943140E0,2.692884698E0,4.539519106E1,0.000000000E0,-1.000000000E0,1.927042663E0,4.867092960E0,4.867092960E0,-1.000000000E0
4.099973346E2,5.234707298E1,4.879943215E0,2.785322101E0,4.548762844E1,0.000000000E0,-1.000000000E0,1.927042663E0,4.868916072E0,4.868916072E0,-1.000000000E0
4.109973094E2,5.234707298E1,4.879943215E0,2.785322101E0,4.548762844E1,0.000000000E0,-1.000000000E0,1.927042663E0,4.863632975E0,4.863632975E0,-1.000000000E0
4.119972851E2,5.234707298E1,4.879943215E0,2.785322101E0,4.548762844E1,0.000000000E0,-1.000000000E0,1.928532063E0,4.861469220E0,4.861469220E0,-1.000000000E0
4.129972616E2,5.234708575E1,4.879949843E0,7.289315993E-1,4.343121613E1,9.846236447E-1,5.376204273E1,1.931131841E0,4.834297651E0,4.834297651E0,-1.000000000E0
4.139972388E2,5.234709690E1,4.879983483E0,8.976947535E-1,4.359994423E1,1.986705898E0,5.779100680E1,1.934410941E0,4.800666242E0,4.800666242E0,-1.000000000E0
4.149972165E2,5.234712178E1,4.880009400E0,6.096185446E-1,4.331181805E1,2.568882554E0,4.733552568E1,1.938655800E0,4.776306565E0,4.776306565E0,-1.000000000E0
4.159971946E2,5.234714848E1,4.880054058E0,6.133409711E-1,4.331547717E1,3.395798351E0,4.610897899E1,1.943193010E0,4.764602663E0,4.764602663E0,-1.000000000E0
4.169971739E2,5.234717750E1,4.880101020E0,1.263141754E0,4.396521006E1,3.989159926E0,4.493815076E1,1.946478054E0,4.755697560E0,4.755697560E0,-1.000000000E0
4.179971533E2,5.234719520E1,4.880139742E0,5.669127079E-1,4.326893381E1,3.779920801E0,4.674501087E1,1.951133264E0,4.753596498E0,4.753596498E0,-1.000000000E0
4.189971333E2,5.234722598E1,4.880186186E0,1.025741918E0,4.372769292E1,4.130287468E0,4.493978296E1,1.956025909E0,4.742045085E0,4.742045085E0,-1.000000000E0
4.199971137E2,5.234725215E1,4.880244095E0,2.076303592E0,4.477818443E1,4.394316483E0,4.958992470E1,1.960527623E0,4.758083454E0,4.758083454E0,-1.000000000E0
4.209970937E2,5.234727796E1,4.880295155E0,2.329640029E0,4.503145513E1,4.472848052E0,4.968455234E1,1.965463060E0,4.795926658E0,4.795926658E0,-1.000000000E0
4.219970753E2,5.234731141E1,4.880342909E0,2.570880319E0,4.527262082E1,4.621984045E0,4.583954188E1,1.971246377E0,4.837405115E0,4.837405115E0,-1.000000000E0
4.229970562E2,5.234734716E1,4.880404746E0,3.197561141E0,4.589921570E1,5.059476092E0,4.552343125E1,1.976380014E0,4.901087376E0,4.901087376E0,-1.000000000E0
4.239970379E2,5.234738013E1,4.880457653E0,2.846378617E0,4.554795629E1,5.166196126E0,4.452456263E1,1.981463087E0,4.911289845E0,4.911289845E0,-1.000000000E0
4.249970193E2,5.234741377E1,4.880508329E0,1.947531137E0,4.464903226E1,5.123955903E0,4.321654934E1,1.987667165E0,4.949218352E0,4.949218352E0,-1.000000000E0
4.259970027E2,5.234744846E1,4.880579859E0,1.178967180E-1,4.281930781E1,5.458312436E0,4.594062822E1,1.994249858E0,4.963195645E0,4.963195645E0,-1.000000000E0
4.269969853E2,5.234748612E1,4.880654628E0,2.024679994E-1,4.290378302E1,5.849769824E0,4.802856815E1,2.001893595E0,4.955420071E0,4.955420071E0,-1.000000000E0
4.279969673E2,5.234753115E1,4.880739661E0,1.049009491E0,4.375021216E1,6.267724373E0,4.559852115E1,2.008380330E0,4.873591731E0,4.873591731E0,-1.000000000E0
4.289969509E2,5.234756094E1,4.880821769E0,1.285255226E0,4.398636870E1,6.052718579E0,4.735488138E1,2.015586339E0,4.851155095E0,4.851155095E0,-1.000000000E0
4.299969342E2,5.234760435E1,4.880900540E0,1.055163589E0,4.375617058E1,6.266302403E0,4.443852487E1,2.022182989E0,4.836600247E0,4.836600247E0,-1.000000000E0
4.309969175E2,5.234763009E1,4.880988033E0,1.154713354E0,4.385563375E1,6.113317431E0,5.069812572E1,2.028856505E0,4.832547963E0,4.832547963E0,-1.000000000E0
4.319969018E2,5.234765955E1,4.881073631E0,1.498071236E0,4.419890089E1,6.096800576E0,5.461940633E1,2.036419507E0,4.836908467E0,4.836908467E0,-1.000000000E0
4.329968857E2,5.234769679E1,4.881166805E0,1.743510699E0,4.444423429E1,6.500835621E0,5.255088241E1,2.043875436E0,4.809907780E0,4.809907780E0,-1.000000000E0
4.339968699E2,5.234774102E1,4.881249306E0,2.014152095E0,4.471476590E1,6.702924407E0,4.821304099E1,2.050564772E0,4.795183890E0,4.795183890E0,-1.000000000E0
4.349968545E2,5.234778003E1,4.881324270E0,3.011921621E0,4.571243733E1,6.572794695E0,4.898614076E1,2.058093160E0,4.785013157E0,4.785013157E0,-1.000000000E0
4.359968382E2,5.234782705E1,4.881404021E0,2.690635089E0,4.539103866E1,6.956163390E0,4.667575713E1,2.065279119E0,4.778362585E0,4.778362585E0,-1.000000000E0
4.369968235E2,5.234786420E1,4.881490587E0,3.002762764E0,4.570306419E1,6.961423973E0,5.011623212E1,2.072038491E0,4.774974386E0,4.774974386E0,-1.000000000E0
4.379968084E2,5.234790592E1,4.881562957E0,3.009389963E0,4.570959095E1,6.816148414E0,4.834129654E1,2.078550686E0,4.778024760E0,4.778024760E0,-1.000000000E0
4.389967928E2,5.234793917E1,4.881641885E0,3.283867820E0,4.598397656E1,6.612586328E0,5.082550943E1,2.084862754E0,4.782238972E0,4.782238972E0,-1.000000000E0
4.399967775E2,5.234797169E1,4.881718047E0,3.568249718E0,4.626826881E1,6.383912742E0,5.300044065E1,2.090908172E0,4.784144449E0,4.784144449E0,-1.000000000E0
4.409967631E2,5.234799217E1,4.881800491E0,3.218782707E0,4.591872552E1,6.082273125E0,5.836259707E1,2.097626385E0,4.788543237E0,4.788543237E0,-1.000000000E0
4.419967483E2,5.234802408E1,4.881884482E0,2.873389303E0,4.557323883E1,6.247351500E0,5.818086610E1,2.103715465E0,4.791922552E0,4.791922552E0,-1.000000000E0
4.429967332E2,5.234805356E1,4.881960026E0,2.864817570E0,4.556458210E1,6.231944082E0,5.705841548E1,2.110714618E0,4.800137146E0,4.800137146E0,-1.000000000E0
4.439967189E2,5.234809025E1,4.882043758E0,2.658150398E0,4.535781505E1,6.384779619E0,5.429185866E1,2.116644382E0,4.793058783E0,4.793058783E0,-1.000000000E0
4.449967047E2,5.234812743E1,4.882106326E0,2.092389485E0,4.479196573E1,5.920205067E0,5.003807662E1,2.122779207E0,4.793850016E0,4.793850016E0,-1.000000000E0
4.459966898E2,5.234816548E1,4.882171730E0,1.888732198E0,4.458821719E1,5.929953105E0,4.756357226E1,2.129297733E0,4.811782613E0,4.811782613E0,-1.000000000E0
4.469966760E2,5.234819906E1,4.882250394E0,1.893121178E0,4.459251359E1,6.049933043E0,5.052520770E1,2.135535308E0,4.796446605E0,4.796446605E0,-1.000000000E0
4.479966620E2,5.234823551E1,4.882320195E0,1.900928915E0,4.460022979E1,6.020191843E0,5.025057275E1,2.141183109E0,4.790641770E0,4.790641770E0,-1.000000000E0
4.489966476E2,5.234827217E1,4.882377756E0,1.626411025E0,4.432562712E1,5.714803548E0,4.818487503E1,2.146786201E0,4.789744625E0,4.789744625E0,-1.000000000E0
4.499966332E2,5.234830624E1,4.882438528E0,1.743933426E0,4.444306653E1,5.406468162E0,4.828914623E1,2.153053020E0,4.787293691E0,4.787293691E0,-1.000000000E0
4.509966195E2,5.234834087E1,4.882511322E0,1.529102257E0,4.422814467E1,5.396156100E0,5.003837746E1,2.158646389E0,4.818720906E0,4.818720906E0,-1.000000000E0
4.519966053E2,5.234837316E1,4.882574457E0,1.901994432E0,4.460095501E1,5.121521929E0,5.125126460E1,2.163989169E0,4.859580463E0,4.859580463E0,-1.000000000E0
4.529965907E2,5.234840280E1,4.882636364E0,1.721797306E-1,4.287106291E1,5.134007196E0,5.334564109E1,2.169837406E0,4.951730329E0,4.951730329E0,-1.000000000E0
4.539965773E2,5.234843803E1,4.882700298E0,-7.151805433E-1,4.198361620E1,5.267345919E0,5.187393124E1,2.175856482E0,4.939879429E0,4.939879429E0,-1.000000000E0
