,"x","y","z","abs"
9.671649542E0,5.343311378E0,-2.315813587E0,8.767730302E-1,5.889201983E0
9.681623542E0,5.180965190E0,-2.520019846E0,1.332596235E0,5.913434962E0
9.691598542E0,4.996884316E0,-2.536635586E0,1.979995274E0,5.943379026E0
9.701573542E0,4.643839375E0,-2.596243857E0,2.617153500E0,5.929183649E0
9.711547542E0,4.234097493E0,-2.700866917E0,3.088415692E0,5.895809967E0
9.721522542E0,3.887696451E0,-2.702412336E0,3.288803866E0,5.764845791E0
9.731497542E0,3.560692962E0,-2.642789740E0,3.302749475E0,5.529107168E0
9.741471542E0,3.153706287E0,-2.608941670E0,3.169900151E0,5.176939921E0
9.751446542E0,2.887817312E0,-2.720190795E0,2.720463275E0,4.810389508E0
9.761420542E0,2.597713262E0,-2.814539128E0,2.247083221E0,4.440622445E0
9.771395542E0,2.168683461E0,-2.683468819E0,1.754245972E0,3.870603543E0
9.781370542E0,1.755420531E0,-2.609854420E0,1.317578831E0,3.410110748E0
9.791344542E0,1.338647372E0,-2.512266145E0,9.176251870E-1,2.990901863E0
9.801319542E0,1.013284173E0,-2.301604706E0,5.155957818E-1,2.567093308E0
9.811294542E0,7.201148669E-1,-2.067030348E0,1.349484748E-1,2.193032369E0
9.821268542E0,5.493260300E-1,-1.854877869E0,-2.107675660E-1,1.945958366E0
9.831243542E0,3.437296685E-1,-1.709948782E0,-3.817038989E-1,1.785433501E0
9.841218542E0,1.103708732E-1,-1.637289380E0,-3.440074843E-1,1.676675100E0
9.851192542E0,7.151437104E-2,-1.693293719E0,-3.026951516E-1,1.721621991E0
9.861167542E0,-2.416515358E-2,-2.016710672E0,-1.513931841E-1,2.022529551E0
9.871141542E0,-4.588707002E-1,-2.147851440E0,-3.116565943E-4,2.196321521E0
9.881116542E0,-1.001484127E0,-2.020863218E0,2.939746141E-2,2.255598106E0
9.891091542E0,-1.665526754E0,-2.010526364E0,1.479246157E-1,2.614971763E0
9.901065542E0,-2.382433692E0,-2.157563373E0,4.581287616E-1,3.246683225E0
9.911040542E0,-3.073847647E0,-2.038855686E0,7.134778386E-1,3.756929929E0
9.921015542E0,-3.618721899E0,-1.769330473E0,7.312177062E-1,4.093941602E0
9.930989542E0,-3.708238386E0,-1.623211623E0,4.064218336E-1,4.068295295E0
9.940964542E0,-3.417993126E0,-1.491605709E0,-2.522214013E-1,3.737804200E0
9.950939542E0,-2.990980322E0,-1.791726771E0,-7.938647747E-1,3.575817303E0
9.960913542E0,-2.972982008E0,-2.282152189E0,-8.249041343E-1,3.837617420E0
9.970888542E0,-3.612089695E0,-2.116996268E0,-5.722506237E-1,4.225675797E0
9.980863542E0,-4.347328824E0,-1.846502464E0,-1.866559875E-1,4.726910165E0
9.990837542E0,-4.777781544E0,-1.639222323E0,9.913895667E-2,5.052135671E0
1.000081254E1,-4.883155679E0,-1.200946174E0,1.192884618E-1,5.030080600E0
1.001078654E1,-4.791118459E0,-8.152068195E-1,3.980316639E-2,4.860140176E0
1.002076154E1,-4.291578254E0,-1.004340272E0,-3.551043302E-1,4.421814376E0
1.003073654E1,-3.820850204E0,-1.820690807E0,-4.445065033E-1,4.255748739E0
1.004071054E1,-4.165443287E0,-2.193108743E0,-1.239241344E-1,4.709140147E0
1.005068554E1,-4.662696646E0,-1.724833308E0,3.014257210E-1,4.980627211E0
1.006066054E1,-4.910712145E0,-1.512538742E0,8.615211529E-1,5.210094616E0
1.007063454E1,-5.076918665E0,-1.394290499E0,1.264911790E0,5.414716148E0
1.008060954E1,-5.090811065E0,-1.010082530E0,1.320274982E0,5.355347799E0
1.009058454E1,-4.809522570E0,-7.165164904E-1,1.087248235E0,4.982671167E0
1.010055854E1,-4.337078070E0,-7.881979457E-1,6.494648606E-1,4.455704971E0
1.011053354E1,-3.850844082E0,-8.692407931E-1,2.444136143E-1,3.955289839E0
1.012050854E1,-3.657670495E0,-1.015712814E0,1.321026349E-1,3.798378217E0
1.013048254E1,-3.651318372E0,-1.133774823E0,9.164165676E-2,3.824391376E0
1.014045754E1,-3.627368470E0,-1.032665062E0,4.350328445E-3,3.771500771E0
1.015043154E1,-3.452724710E0,-8.156982780E-1,2.286261320E-3,3.547770684E0
1.016040654E1,-3.162896064E0,-6.944571385E-1,4.159124494E-2,3.238504602E0
1.017038154E1,-2.893073666E0,-5.183466044E-1,1.639132422E-1,2.943709563E0
1.018035554E1,-2.541463047E0,-4.147415444E-1,2.123486531E-1,2.583822153E0
1.019033054E1,-2.236139865E0,-3.543637803E-1,2.126860374E-1,2.274011991E0
1.020030554E1,-2.128423773E0,-1.207629834E-1,2.026124543E-1,2.141453540E0
1.021027954E1,-2.074470930E0,1.507507212E-1,2.508437973E-1,2.095012656E0
1.022025454E1,-1.844285199E0,4.065876022E-2,2.452936202E-1,1.860970175E0
1.023022954E1,-1.627976227E0,-2.274946958E-1,2.341722161E-1,1.660390635E0
1.024020354E1,-1.569153530E0,-2.911923628E-1,2.184858906E-1,1.610829562E0
1.025017854E1,-1.750190782E0,-3.486576287E-1,2.863486755E-1,1.807408498E0
1.026015254E1,-2.021376165E0,-3.594767319E-1,4.275899237E-1,2.097145266E0
1.027012754E1,-2.202013468E0,-2.337778214E-1,4.542228216E-1,2.260494139E0
1.028010254E1,-2.294453415E0,-2.249501337E-1,4.455437994E-1,2.348111649E0
1.029007654E1,-2.402119805E0,-2.790896496E-1,3.485542792E-1,2.443268441E0
1.030005154E1,-2.538278946E0,-3.160142317E-1,1.158380198E-1,2.560496719E0
1.031002654E1,-2.678123879E0,-4.929198410E-1,-7.720429659E-2,2.724202266E0
1.032000054E1,-2.832592406E0,-5.582933199E-1,-3.457762671E-1,2.907719450E0
1.032997554E1,-2.880414737E0,-4.327329884E-1,-5.883889389E-1,2.971573394E0
1.033995054E1,-2.711675495E0,-3.074438216E-1,-6.077081394E-1,2.795892501E0
1.034992454E1,-2.469150531E0,-1.985252506E-1,-4.472272128E-1,2.517166820E0
1.035989954E1,-2.021892036E0,-1.401595134E-1,-3.445980531E-1,2.055830711E0
1.036987354E1,-1.619901661E0,-8.029484242E-2,-2.765487421E-1,1.645298714E0
1.037984854E1,-1.334712634E0,4.850557745E-3,-1.928879499E-1,1.348587077E0
1.038982354E1,-1.121757698E0,1.057100576E-1,-8.025771260E-2,1.129582334E0
1.039979754E1,-9.445792432E-1,8.629700929E-2,3.712631106E-2,9.492394237E-1
1.040977254E1,-7.629595356E-1,8.227090895E-2,1.235814875E-1,7.772696698E-1
1.041974754E1,-6.577839866E-1,6.647728711E-2,1.496612388E-1,6.778624412E-1
1.042972154E1,-6.374153571E-1,-4.285395116E-2,2.722229719E-1,6.944351266E-1
1.043969654E1,-7.163188545E-1,1.399650934E-1,5.371275687E-1,9.062058010E-1
1.044967154E1,-9.308074424E-1,1.535046136E-1,6.812713748E-1,1.163656671E0
1.045964554E1,-5.878423704E-1,-4.392276371E-1,-2.979489666E-1,7.919931542E-1
1.046962054E1,-7.805999275E-1,-7.708448714E-1,-5.246882021E-2,1.098312815E0
1.047959804E1,-7.687460133E-1,-6.962446323E-1,-7.011279345E-2,1.039539718E0
1.048957304E1,-8.032793766E-1,-7.432273024E-1,-3.755514586E-1,1.157014900E0
1.049954804E1,-1.200773681E0,-8.776170757E-1,2.442557395E-2,1.487503201E0
1.050952204E1,-1.584775244E0,-7.563952321E-1,1.629642391E-1,1.763576951E0
1.051949704E1,-1.834487312E0,-6.322664452E-1,2.187934542E-1,1.952684084E0
1.052947204E1,-1.985451165E0,-8.491262251E-1,1.767268306E-1,2.166625036E0
1.053944604E1,-2.100110678E0,-1.001636520E0,-2.421916723E-3,2.326745892E0
1.054942104E1,-2.090525630E0,-9.338561806E-1,-1.451863647E-1,2.294224020E0
1.055939604E1,-2.127708367E0,-9.805877128E-1,-1.201860094E-1,2.345877199E0
1.056937004E1,-2.037447091E0,-1.079072658E0,8.480216861E-3,2.305571592E0
1.057934504E1,-2.023765191E0,-8.159400603E-1,2.149395543E-1,2.192620064E0
1.058932004E1,-2.183724985E0,-2.397685862E-1,3.752953506E-1,2.228674580E0
1.059929404E1,-2.653613228E0,-1.067236724E-1,6.799002028E-1,2.741407922E0
1.060926904E1,-3.385860629E0,-1.854801124E-1,1.291108485E0,3.628417864E0
1.061924304E1,-4.095523744E0,-8.440192670E-2,1.454568568E0,4.346976897E0
1.062921804E1,-4.641816239E0,4.599068999E-2,1.083237630E0,4.766757483E0
1.063919304E1,-4.836667684E0,-1.201064873E-1,4.009055704E-1,4.854740480E0
1.064916704E1,-4.712168183E0,-5.130481499E-1,-3.474795610E-1,4.752734943E0
1.065914204E1,-4.446529761E0,-8.332258916E-1,-1.168894077E0,4.672494587E0
1.066911704E1,-4.157837814E0,-9.767677268E-1,-1.930975142E0,4.687254578E0
1.067909104E1,-3.849954428E0,-9.255487490E-1,-2.418518906E0,4.639830092E0
1.068906604E1,-3.515817628E0,-7.059434089E-1,-2.576692522E0,4.415730295E0
1.069904104E1,-3.159034855E0,-5.469590771E-1,-2.523692189E0,4.080157805E0
1.070901504E1,-2.867854917E0,-4.478025788E-1,-2.361776941E0,3.742072861E0
1.071899004E1,-2.662236409E0,-4.771824986E-1,-1.989958929E0,3.357847879E0
1.072896404E1,-2.450810886E0,-6.968360782E-1,-1.697236204E0,3.061480892E0
1.073893904E1,-2.566622447E0,-7.521931306E-1,-1.241888378E0,2.948835708E0
1.074891404E1,-2.629166897E0,-5.617689049E-1,-8.175038981E-1,2.810056138E0
1.075888804E1,-2.501630937E0,-5.271913952E-1,-6.597395879E-1,2.640330365E0
1.076886304E1,-2.229846799E0,-9.072469640E-1,-6.884856695E-1,2.503862280E0
1.077883804E1,-1.945102892E0,-1.240652862E0,-6.934897166E-1,2.409060557E0
1.078881204E1,-1.574201285E0,-1.329194909E0,-6.607669437E-1,2.163673207E0
1.079878704E1,-1.136663055E0,-1.468729355E0,-3.605755699E-1,1.891873030E0
1.080876204E1,-7.194895072E-1,-1.226499384E0,8.338889658E-2,1.424401487E0
1.081873604E1,-3.322387568E-1,-9.205160505E-1,4.725889260E-1,1.086771680E0
1.082871104E1,7.782092202E-2,-9.546816239E-1,7.883631295E-1,1.240560165E0
1.083868504E1,4.903717340E-1,-1.121784815E0,1.044762366E0,1.609470102E0
1.084866004E1,6.766874501E-1,-1.216519648E0,1.284667193E0,1.894253351E0
1.085863504E1,7.567731815E-1,-1.377579157E0,1.251794146E0,2.009332866E0
1.086860904E1,1.021277975E0,-1.526025637E0,1.033367897E0,2.107038718E0
1.087858404E1,1.647898714E0,-1.546171634E0,6.587940931E-1,2.353768585E0
1.088855904E1,2.289859404E0,-1.512755381E0,2.526266134E-1,2.756030686E0
1.089853304E1,2.618321773E0,-1.552732210E0,9.485821009E-2,3.045584394E0
1.090850804E1,2.645266913E0,-1.693550119E0,1.309407932E-1,3.143675323E0
1.091848204E1,2.824960328E0,-1.831896704E0,2.192489523E-1,3.374065277E0
1.092845704E1,3.239560077E0,-1.731073456E0,4.539187664E-1,3.701000818E0
1.093843204E1,3.679703681E0,-1.521104035E0,7.212903035E-1,4.046509158E0
1.094840604E1,3.832047037E0,-1.288556468E0,1.247140932E0,4.230877305E0
1.095838104E1,3.716054651E0,-1.153351593E0,1.671570436E0,4.234788045E0
1.096835604E1,3.439472580E0,-1.191803176E0,1.849083132E0,4.082826823E0
1.097833004E1,3.164436513E0,-1.441681890E0,1.907064707E0,3.965980448E0
1.098830504E1,2.980806167E0,-1.464498602E0,1.811531729E0,3.783068697E0
1.099828004E1,2.969216108E0,-1.437990250E0,1.504587405E0,3.625995521E0
1.100825404E1,3.196183970E0,-1.350721434E0,1.241315351E0,3.685227830E0
1.101822904E1,3.672643753E0,-1.208539076E0,1.078939927E0,4.014098927E0
1.102820304E1,4.015649609E0,-1.033093078E0,1.491567410E0,4.406528841E0
1.103817804E1,3.839243791E0,-7.912152551E-1,1.953985105E0,4.379939754E0
1.104815304E1,3.891698870E0,-5.241163445E-1,2.206922205E0,4.504500378E0
1.105812704E1,3.836724810E0,-3.824415252E-1,2.419190167E0,4.551834778E0
1.106810204E1,3.409671953E0,-2.047360168E-1,2.392083644E0,4.170113167E0
1.107807704E1,2.942551636E0,-4.754721880E-2,1.953970487E0,3.532544625E0
1.108805104E1,2.650539932E0,-1.343921122E-1,1.512264215E0,3.054564818E0
1.109802604E1,2.324424635E0,-4.042890617E-1,1.042564983E0,2.579407155E0
1.110800104E1,1.898060872E0,-5.888049683E-1,7.835882932E-1,2.136196849E0
1.111797504E1,1.472052036E0,-7.010659540E-1,7.910546029E-1,1.812235650E0
1.112795004E1,1.505307782E0,-5.828910944E-1,8.413856810E-1,1.820341565E0
1.113792404E1,5.302272695E0,1.655737638E0,1.383163540E0,5.724395535E0
1.114789904E1,8.586397619E0,1.042665555E0,3.272914057E0,9.247991239E0
1.115787404E1,5.937429419E0,-9.705992067E-1,3.438293781E0,6.929429634E0
1.116784804E1,4.018372073E0,1.060815897E0,2.677253521E0,4.943716304E0
1.117782304E1,2.858489724E0,7.048409164E-1,2.085486061E0,3.607910245E0
1.118779804E1,2.174748778E0,-1.978405416E-1,1.691002488E0,2.761912841E0
1.119777204E1,1.487216205E0,-8.725624502E-2,1.239549492E0,1.938016676E0
1.120774704E1,3.178778856E-1,-4.500660360E-2,8.783932936E-1,9.352254930E-1
1.121772104E1,-7.203974336E-2,-2.808309504E-1,2.851511657E-2,2.913226033E-1
1.122769604E1,-1.403378534E-1,-8.527219704E-1,-1.087223677E0,1.388842970E0
1.123767104E1,-9.444652225E-1,-1.043794945E0,-1.645286032E0,2.165291798E0
1.124764504E1,-1.619838072E0,-1.421968879E0,-1.447757732E0,2.596511761E0
1.125762004E1,-1.859725649E0,-1.326763637E0,-1.532452896E0,2.750871338E0
1.126759504E1,-1.879691260E0,-1.067690468E0,-1.649901239E0,2.719444110E0
1.127756904E1,-1.084687813E0,-9.852646083E-1,-1.594125819E0,2.165301624E0
1.128754404E1,-3.965899598E-1,-8.516139230E-1,-1.623934339E0,1.876084382E0
1.129751804E1,-1.724957854E-1,-7.184777927E-1,-1.055011366E0,1.288027219E0
1.130749304E1,-2.079943047E-1,-2.700279272E-1,-5.669413519E-1,6.615128182E-1
1.131746804E1,3.229557903E-1,4.706093511E-1,1.083214241E-1,5.809536425E-1
1.132744204E1,3.152471940E0,1.914304145E0,3.268922748E0,4.928335989E0
1.133741704E1,3.193709136E0,2.039614362E0,1.481024296E0,4.068567039E0
1.134739204E1,2.848770775E0,1.630154900E0,1.877438620E0,3.781226745E0
1.135736604E1,1.347614954E0,3.866102976E-1,1.312325107E0,1.920346525E0
1.136734104E1,1.198909004E0,8.896918684E-1,-3.272686601E-3,1.492965215E0
1.137731504E1,-2.664333513E-1,5.660186613E-1,-4.722228903E-1,7.838101260E-1
1.138729004E1,-1.011971035E0,4.947671226E-1,-5.412457627E-1,1.249730714E0
1.139726504E1,-1.959791974E0,2.785993606E-1,-4.619610268E-1,2.032685459E0
1.140723904E1,-2.576547803E0,2.512051553E-2,-6.208333844E-1,2.650408216E0
1.141721404E1,-2.588847129E0,-2.301651192E-1,-8.611533630E-1,2.738008501E0
1.142718904E1,-2.182022714E0,-2.979027736E-1,-9.480400640E-1,2.397654927E0
1.143716304E1,-2.213254155E0,-2.235969418E-1,-3.396565711E-1,2.250301343E0
1.144713804E1,-1.881384759E0,-5.834690917E-1,-3.238813680E-1,1.996232435E0
1.145711304E1,-1.324915186E0,-1.232612355E0,-3.360377294E-1,1.840558291E0
1.146708704E1,-6.350255270E-1,-1.811616513E0,-2.591936213E-1,1.937109482E0
1.147705817E1,1.427181087E-2,-1.393023992E0,-2.386950374E-1,1.413398333E0
1.148703217E1,2.442303333E0,1.141344043E0,-1.468452197E-1,2.699828756E0
1.149700717E1,3.700552513E0,2.139430718E0,2.463478732E-1,4.281581481E0
1.150698217E1,8.389599636E-1,-3.505911568E-1,-3.425035805E-1,9.716360854E-1
1.151695617E1,7.697964656E-1,-1.437326299E0,-3.297613281E-1,1.663501134E0
1.152693117E1,4.680472474E-1,-1.271214504E0,-1.498150790E0,2.019779773E0
1.153690617E1,-4.088108598E-1,-8.763008675E-1,-2.373705845E0,2.563105337E0
1.154688017E1,-7.724090016E-1,-3.047843617E-1,-1.645905252E0,1.843505702E0
1.155685517E1,-5.761176798E-1,-2.701179743E-1,-3.444863713E-1,7.235648976E-1
1.156682917E1,-5.522072455E-1,-1.744996262E-1,-6.752949357E-3,5.791619496E-1
1.157680417E1,-3.389582674E-1,-2.378188321E-1,3.213746667E-2,4.153111132E-1
1.158677917E1,1.189459611E-1,-8.119250697E-1,2.190074623E-1,8.493142699E-1
1.159675317E1,5.407005098E-1,-1.535560107E0,6.506939453E-1,1.753198361E0
1.160672817E1,6.384539688E-1,-1.059273986E0,1.381849086E-1,1.244499866E0
1.161670317E1,2.184763889E-1,-8.728282061E-1,-6.263449699E-1,1.096297875E0
1.162667717E1,9.012956679E-2,-5.580161619E-1,-4.183507383E-1,7.032230912E-1
1.163665217E1,3.098959976E-1,-1.709857419E-1,-1.784429884E-1,3.963755207E-1
1.164662617E1,5.214109839E-1,-2.066932261E-2,-6.081455112E-2,5.253523053E-1
1.165660117E1,5.556266972E-1,1.195132872E-1,-1.458085084E-1,5.867406357E-1
1.166657617E1,4.063415806E-1,2.814519247E-1,-1.589279062E-1,5.192174356E-1
1.167655017E1,6.385628732E-1,1.414874160E-1,-3.064402932E-1,7.222789525E-1
1.168652517E1,6.444377169E-1,6.562297967E-1,-8.341099906E-1,1.241642861E0
1.169650017E1,4.443260437E-1,1.936710675E0,-8.884469962E-1,2.176605600E0
1.170647417E1,9.177567494E-1,3.145121990E0,-1.187106984E0,3.484722769E0
1.171644917E1,1.795439899E0,4.038210798E0,-6.078899878E-1,4.460973113E0
1.172642417E1,2.132808601E0,5.494473013E0,2.356920828E0,6.347691077E0
1.173639817E1,1.591646161E0,6.477208115E0,6.556536705E0,9.352846414E0
1.174637317E1,1.610553571E0,5.649151163E0,1.035333497E1,1.190371105E1
1.175634717E1,1.274289262E0,5.333448880E0,1.395078763E1,1.498979538E1
1.176632217E1,5.778323758E-1,6.243550454E0,1.580243944E1,1.700096776E1
1.177629717E1,-1.314287872E0,7.707785640E0,1.641631990E1,1.818331299E1
1.178627117E1,-3.509264069E0,7.041358591E0,1.846082926E1,2.006733370E1
1.179624617E1,-4.536691487E0,6.177588015E0,1.960938029E1,2.105402476E1
1.180622117E1,-4.148184645E0,6.365474256E0,1.864335126E1,2.013209489E1
1.181619517E1,-2.699748929E0,4.580892052E0,1.702603480E1,1.783701425E1
1.182617017E1,-1.779921096E0,1.366933716E0,1.431000547E1,1.448491917E1
1.183614417E1,-9.186863105E-1,-9.798512560E-1,1.092579844E1,1.100804998E1
1.184611917E1,-6.741680311E-1,2.448217499E-1,8.091671135E0,8.123397194E0
1.185609417E1,-1.008795266E-1,-7.109302068E-1,8.262840187E0,8.293981335E0
1.186606817E1,7.368265016E-1,-1.450030544E0,9.347371221E0,9.487826443E0
1.187604317E1,9.907086584E-1,-1.043271911E0,8.875623125E0,8.991474060E0
1.188601817E1,1.060370632E-1,-2.075420664E0,7.726478019E0,8.001067264E0
1.189599217E1,-6.151178773E-1,-2.558904414E0,6.677571146E0,7.177486901E0
1.190596717E1,-1.138126905E-1,-3.318963220E0,4.932337487E0,5.946126745E0
1.191594117E1,4.359078804E-1,-4.498490458E0,1.656423224E0,4.813540275E0
1.192591617E1,4.667487270E-1,-5.929681274E0,-2.109843807E0,6.311134230E0
1.193589117E1,2.809616357E-2,-5.567936845E0,-5.419276650E0,7.769895078E0
1.194586517E1,2.025981286E-1,-6.126220225E0,-6.802102221E0,9.156430247E0
1.195584017E1,3.935731620E-1,-8.026021521E0,-8.683735049E0,1.183127955E1
1.196581517E1,4.478370774E-1,-9.364211202E0,-1.041608378E1,1.401370083E1
1.197578917E1,-3.219558799E-1,-9.895340112E0,-1.120296698E1,1.495084883E1
1.198576417E1,-1.970767783E0,-1.122356205E1,-1.186244169E1,1.644900585E1
1.199573817E1,-2.562410990E0,-1.173104423E1,-1.186139972E1,1.687827456E1
1.200571317E1,-1.073929886E0,-1.132657361E1,-1.143642174E1,1.613184235E1
1.201568817E1,4.726085141E-2,-1.106315187E1,-1.117291346E1,1.572353517E1
1.202566217E1,2.951061966E-1,-1.066206562E1,-1.056236124E1,1.501100283E1
1.203563717E1,9.869908525E-1,-1.017944229E1,-9.785143486E0,1.415430073E1
1.204561117E1,1.466877981E0,-9.600032333E0,-9.482320865E0,1.357301591E1
1.205558617E1,1.225398499E0,-9.348964003E0,-9.709225577E0,1.353417122E1
1.206556117E1,1.074075482E0,-8.584532357E0,-1.036864532E1,1.350394904E1
1.207553517E1,2.040453876E0,-6.563075647E0,-1.000926258E1,1.214177711E1
1.208551017E1,3.491914503E0,-5.622943942E0,-1.003946579E1,1.202505047E1
1.209548517E1,4.102764936E0,-6.310005230E0,-1.069229573E1,1.307570396E1
1.210545917E1,4.109532503E0,-7.211801419E0,-1.073044179E1,1.356616077E1
1.211543417E1,3.837073304E0,-7.869427239E0,-9.679977804E0,1.305193422E1
1.212540817E1,3.594736621E0,-7.181147391E0,-7.961617364E0,1.130833145E1
1.213538317E1,3.373280929E0,-6.029735320E0,-6.552200995E0,9.521978268E0
1.214535817E1,3.323336937E0,-4.449037632E0,-6.134344347E0,8.274580642E0
1.215533217E1,2.680458965E0,-3.138255020E0,-6.371564716E0,7.591465060E0
1.216530717E1,2.067536863E0,-2.922222036E0,-6.174215341E0,7.136877845E0
1.217528217E1,1.539546738E0,-2.634912078E0,-5.947214735E0,6.684484192E0
1.218525617E1,1.199255013E0,-2.155211769E0,-5.902549608E0,6.397127655E0
1.219523117E1,1.127588468E0,-2.068367168E0,-5.961512931E0,6.410088527E0
1.220520517E1,7.574578173E-1,-2.678979619E0,-5.673955051E0,6.320161396E0
1.221518017E1,4.098658437E-1,-1.658905951E0,-5.079123650E0,5.358867046E0
1.222515517E1,7.184485567E-1,-7.173679912E-1,-3.934182692E0,4.063075020E0
1.223512917E1,9.415288970E-1,-7.000602329E-1,-2.631316041E0,2.881038892E0
1.224510417E1,6.446797916E-1,-1.414333293E-1,-1.263257028E0,1.425283740E0
1.225507917E1,3.753323342E-1,4.083756807E-1,1.680460542E-1,5.795554625E-1
1.226505317E1,2.545863077E-1,4.193415490E-1,1.152372184E0,1.252446875E0
1.227502817E1,-6.814491302E-2,7.159699219E-1,1.178666528E0,1.380764804E0
1.228500217E1,-4.022089148E-1,7.062363544E-1,1.050260503E0,1.328001854E0
1.229497717E1,-8.362027091E-1,6.404373443E-1,9.524190438E-1,1.420034154E0
1.230495217E1,-1.148179146E0,6.812409693E-1,8.336656022E-1,1.573976793E0
1.231492617E1,-9.446260209E-1,7.604315650E-1,9.706401372E-1,1.553292233E0
1.232490117E1,-5.775312442E-1,9.385684517E-1,1.437043294E0,1.810951823E0
1.233487617E1,-4.859473287E-1,1.119352665E0,2.277481141E0,2.583798665E0
1.234485017E1,-8.869800760E-1,1.140233949E0,3.097851344E0,3.418120838E0
1.235482517E1,-1.472077617E0,1.129504601E0,4.158225777E0,4.553420117E0
1.236479917E1,-2.025748567E0,1.351804046E0,4.969492450E0,5.534156362E0
1.237477417E1,-2.270519154E0,1.202785124E0,5.088186834E0,5.700139871E0
1.238474917E1,-2.179860999E0,1.023075336E0,4.332214941E0,4.956466827E0
1.239472317E1,-2.008656571E0,8.411646563E-1,3.219518453E0,3.886844256E0
1.240469817E1,-1.940343843E0,4.822403401E-1,2.491333698E0,3.194406607E0
1.241467217E1,-2.015119206E0,2.550970620E-1,2.129900926E0,2.943171399E0
1.242464717E1,-1.920387003E0,4.056663734E-1,1.996680889E0,2.799854643E0
1.243462217E1,-1.532994933E0,6.794154686E-1,1.897753016E0,2.532418874E0
1.244459617E1,-9.434654948E-1,7.942375347E-1,2.110523838E0,2.444432710E0
1.245457117E1,-2.075939166E-1,1.002632008E0,2.474590781E0,2.678052597E0
1.246454617E1,2.077737916E-1,1.093693036E0,2.520280339E0,2.755203694E0
1.247452442E1,3.923269010E-1,1.144888625E0,2.627799525E0,2.893098807E0
1.248449942E1,1.753198443E-1,1.367040574E0,2.859612975E0,3.174417008E0
1.249447342E1,-2.845258060E-1,1.510492801E0,3.072687267E0,3.435687773E0
1.250444842E1,-6.373307917E-1,1.687721176E0,3.223994497E0,3.694419281E0
1.251442342E1,-7.375889786E-1,1.616198327E0,3.441513258E0,3.873002458E0
1.252439742E1,-8.485379952E-1,1.504300892E0,3.859766933E0,4.228562247E0
1.253437242E1,-1.145134574E0,2.024743723E0,4.270320994E0,4.862773049E0
1.254434742E1,-1.092661734E0,1.897774066E0,4.798861341E0,5.274895852E0
1.255432142E1,-6.423937496E-1,1.575660750E0,5.211105248E0,5.481878732E0
1.256429642E1,-4.343017233E-1,1.775410992E0,5.369131513E0,5.671708330E0
1.257427042E1,-2.168094939E-1,1.809215062E0,4.673412838E0,5.016079450E0
1.258424542E1,-2.224378044E-1,1.563048306E0,4.047026353E0,4.344078830E0
1.259422042E1,-4.565777877E-1,9.485030173E-1,3.999775003E0,4.135978884E0
1.260419442E1,-8.765403841E-1,1.056820933E0,3.709619206E0,3.955561677E0
1.261416942E1,-7.137170628E-1,1.292020505E0,3.405406117E0,3.711536050E0
1.262414342E1,4.978165917E-2,1.002565204E0,3.537540327E0,3.677200942E0
1.263411842E1,8.952278660E-1,2.791340885E-1,3.565956625E0,3.687193435E0
1.264409342E1,1.282759831E0,-1.017140558E0,3.125957156E0,3.528690386E0
1.265406742E1,1.191635214E0,-4.454631078E-1,3.373879684E0,3.605758726E0
1.266404242E1,7.979534402E-1,-1.235268161E-1,3.057348851E0,3.162178136E0
1.267401742E1,4.818935271E-1,-2.925654352E-1,2.170694026E0,2.242705612E0
1.268399142E1,1.779500681E-1,-4.315519971E-1,1.222644022E0,1.308725241E0
1.269396642E1,-1.441503111E-1,-7.871501246E-1,7.685738128E-1,1.109545103E0
1.270394042E1,-3.013160127E-1,-1.524285798E0,7.971339530E-1,1.746327882E0
1.271391542E1,-3.813219295E-1,8.870664686E-2,9.654326069E-1,1.041794318E0
1.272389042E1,-5.975065754E-1,-5.729897118E-1,7.277421212E-1,1.102243128E0
1.273386442E1,-1.167468599E0,-4.003021377E-1,3.877610296E-1,1.293670494E0
1.274383942E1,-1.695136177E0,7.896381149E-1,2.928601348E-1,1.892823834E0
1.275381442E1,-2.203792337E0,2.551846533E0,-4.006453693E-2,3.371976654E0
1.276378842E1,-1.880807493E0,3.106162577E0,-2.594111377E-1,3.640463833E0
1.277376342E1,-1.608578674E0,2.484345398E0,-6.345994842E-1,3.026914917E0
1.278373742E1,-1.585828327E0,1.251469918E0,-9.787706906E-1,2.244776270E0
1.279371242E1,-1.441318632E0,4.813106328E-2,-1.049456511E0,1.783556830E0
1.280368742E1,-1.294326647E0,-8.999402833E-1,-8.345040929E-1,1.783695900E0
1.281366142E1,-1.242176354E0,-1.185570921E0,-9.613559282E-1,1.967939461E0
1.282363642E1,-1.017303622E0,-9.409725344E-1,-1.374437156E0,1.951771879E0
1.283361042E1,-5.763270832E-1,-5.912935433E-1,-1.377960688E0,1.606411099E0
1.284358542E1,-7.414510645E-2,-1.569398528E-1,-1.250517114E0,1.262505710E0
1.285356042E1,5.465354463E-1,-4.411548793E-2,-1.048815072E0,1.183494920E0
1.286353442E1,1.005533250E0,-2.922192800E-1,-9.343950015E-1,1.403418414E0
1.287350942E1,1.076059661E0,-6.753323579E-1,-7.527144098E-1,1.476670976E0
1.288348442E1,6.570060146E-1,-8.750978029E-1,-4.497999877E-1,1.183120069E0
1.289345842E1,-4.367336534E-2,-8.120890841E-1,2.087227947E-1,8.396197046E-1
