,"x","y","z","abs"
3.188114917E0,-1.051844660E0,-7.721982095E0,4.750825880E0,9.127197336E0
3.198088917E0,-8.908164342E-1,-7.765858431E0,4.757815642E0,9.150897266E0
3.208063917E0,-8.126175262E-1,-7.754069275E0,4.671373329E0,9.088875967E0
3.218038917E0,-8.972295141E-1,-7.666287366E0,4.362829792E0,8.866299486E0
3.228012917E0,-1.079903109E0,-7.510760200E0,4.111000739E0,8.630065851E0
3.237987917E0,-1.267779557E0,-7.108679339E0,4.218287206E0,8.362687003E0
3.247962917E0,-1.075765619E0,-6.811508052E0,4.127509183E0,8.036805688E0
3.257936917E0,-8.776758403E-1,-6.350762077E0,3.505347896E0,7.306843211E0
3.267911917E0,-5.988308966E-1,-5.840388443E0,2.723143054E0,6.471803744E0
3.277886917E0,-1.110435954E-1,-5.612773880E0,1.755414246E0,5.881924896E0
3.287860917E0,1.417810924E-1,-5.216496381E0,8.391485363E-1,5.285461818E0
3.297835917E0,3.713341543E-1,-4.403404207E0,3.590856993E-1,4.433599012E0
3.307810917E0,8.022863732E-1,-3.701094842E0,-8.310589135E-2,3.787964235E0
3.317785917E0,1.179213682E0,-3.484083619E0,-6.951637745E-1,3.743345596E0
3.327759917E0,1.329844535E0,-3.196650578E0,-1.433855976E0,3.747399680E0
3.337734917E0,1.163198889E0,-3.117483663E0,-1.845930898E0,3.805153995E0
3.347709917E0,6.639699022E-1,-2.818487168E0,-1.803719848E0,3.411470539E0
3.357683917E0,1.370014322E-1,-2.226903603E0,-1.842159444E0,2.893340710E0
3.367658917E0,6.595118389E-2,-2.033023965E0,-2.094740449E0,2.919841357E0
3.377633917E0,2.700698809E-1,-1.798176688E0,-2.316845766E0,2.945191241E0
3.387607917E0,5.526946110E-1,-1.205982089E0,-2.310549484E0,2.664301607E0
3.397582917E0,8.888405138E-1,-9.140121925E-1,-2.006681381E0,2.377441043E0
3.407557917E0,1.586105047E0,-4.641528556E-1,-1.619370587E0,2.313769261E0
3.417531917E0,2.426134758E0,1.051528180E-1,-1.350786923E0,2.778814908E0
3.427506917E0,2.994816096E0,1.875126046E-1,-1.222435277E0,3.240128459E0
3.437481917E0,3.327270359E0,3.800634626E-1,-1.352215982E0,3.611601354E0
3.447456917E0,3.402929236E0,7.237616292E-1,-1.623451359E0,3.839186450E0
3.457430917E0,3.282592661E0,7.003110784E-1,-1.768167608E0,3.793714127E0
3.467405958E0,2.882042601E0,5.344738099E-1,-1.789017025E0,3.434008405E0
3.477380958E0,2.672482778E0,8.798287851E-1,-1.956697043E0,3.427087132E0
3.487354958E0,2.467662707E0,1.227730515E0,-2.134110922E0,3.485844357E0
3.497329958E0,2.588984538E0,1.282737612E0,-2.420949594E0,3.769516369E0
3.507304958E0,3.045996189E0,1.275542320E0,-2.423446940E0,4.096119635E0
3.517278958E0,3.499125289E0,1.632733229E0,-1.941142865E0,4.321774081E0
3.527253958E0,3.974250153E0,1.784543905E0,-1.123646568E0,4.499093557E0
3.537228958E0,4.505725510E0,2.107125144E0,-5.020477831E-1,4.999359031E0
3.547202958E0,4.978563820E0,2.113583686E0,-2.870105803E-2,5.408711257E0
3.557177958E0,5.252181353E0,2.022052834E0,2.761294967E-1,5.634745259E0
3.567152958E0,5.495538960E0,2.217399538E0,4.092624110E-1,5.940143508E0
3.577126958E0,5.692035812E0,2.016650592E0,6.293901998E-1,6.071431735E0
3.587101958E0,6.044156892E0,1.963911630E0,7.902739996E-1,6.404163835E0
3.597076958E0,6.269605647E0,1.829016365E0,4.922367400E-1,6.549469661E0
3.607051958E0,6.619529929E0,1.365855782E0,3.580577588E-1,6.768452102E0
3.617025958E0,6.946527863E0,1.284633864E0,5.665308774E-1,7.086994479E0
3.627000958E0,7.239618963E0,1.655707232E0,9.879402941E-1,7.491960704E0
3.636975958E0,7.727414158E0,1.917262251E0,1.411667547E0,8.085890759E0
3.646949958E0,8.236011992E0,2.125949670E0,1.733174946E0,8.680751749E0
3.656924958E0,8.545508040E0,2.684558448E0,2.079589144E0,9.195501766E0
3.666899958E0,8.872326465E0,3.477483867E0,2.462577676E0,9.842528118E0
3.676873958E0,9.971566755E0,4.261308095E0,2.176492710E0,1.106019940E1
3.686848958E0,1.136138910E1,4.890472008E0,1.146113325E0,1.242221617E1
3.696823958E0,1.200912260E1,5.703936650E0,-9.262048066E-2,1.329520581E1
3.706798958E0,1.231715509E1,5.750906163E0,-1.593606001E0,1.368666546E1
3.716772958E0,1.178381535E1,4.588761235E0,-3.293302129E0,1.306755038E1
3.726747958E0,9.992082295E0,3.644797558E0,-4.284472425E0,1.146660202E1
3.736722958E0,7.260589417E0,3.716063130E0,-2.836624646E0,8.635492068E0
3.746696958E0,4.731521005E0,4.350198637E0,-2.065721887E-1,6.430722454E0
3.756671958E0,3.086059557E0,4.060278775E0,1.136033894E0,5.224959361E0
3.766646958E0,1.717032391E0,2.467538746E0,1.101708984E0,3.201673060E0
3.776620958E0,-1.967968136E-2,-4.803838491E-1,6.149224341E-2,4.847032374E-1
3.786595958E0,-1.868148856E0,-3.502480422E0,-1.440739903E0,4.222923244E0
3.796570958E0,-4.292602978E0,-5.319626062E0,-3.063947434E0,7.490836779E0
3.806544958E0,-7.025462351E0,-7.309398465E0,-4.571397051E0,1.112124535E1
3.816519958E0,-1.022422260E1,-9.360614580E0,-4.769862075E0,1.465972092E1
3.826494958E0,-1.355395113E1,-1.103126116E1,-3.201486810E0,1.776648057E1
3.836469958E0,-1.575273928E1,-1.305653201E1,7.466777444E-2,2.046038607E1
3.846443958E0,-1.756101294E1,-1.407962517E1,4.834674368E0,2.302170925E1
3.856418958E0,-1.894019569E1,-1.363990754E1,9.249049121E0,2.510623429E1
3.866393958E0,-1.931468413E1,-1.337471994E1,1.148522728E1,2.615053732E1
3.876367958E0,-1.889338054E1,-1.345384914E1,1.069231794E1,2.553999898E1
3.886342958E0,-1.849406132E1,-1.300466603E1,9.162183470E0,2.439461516E1
3.896317958E0,-1.887375612E1,-1.226323558E1,8.947562004E0,2.422115775E1
3.906291958E0,-1.948506497E1,-1.197188286E1,9.404985006E0,2.472746407E1
3.916266958E0,-1.925611608E1,-1.180936651E1,9.515662858E0,2.451136437E1
3.926241958E0,-1.878082047E1,-1.210470236E1,8.852490370E0,2.403351041E1
3.936215958E0,-1.962249793E1,-1.332769429E1,7.156078039E0,2.477658800E1
3.946190958E0,-2.230634185E1,-1.500338000E1,5.365654759E0,2.741285372E1
3.956165958E0,-2.591268695E1,-1.606292354E1,5.330679638E0,3.094997581E1
3.966139958E0,-2.917479009E1,-1.629020014E1,6.671574242E0,3.407416763E1
3.976114958E0,-3.119085157E1,-1.349259981E1,6.568862636E0,3.461313952E1
3.986089958E0,-3.118802386E1,-1.004835005E1,4.985730752E0,3.314392376E1
3.996063958E0,-2.918482391E1,-7.493212706E0,2.885702081E0,3.026928245E1
4.006038958E0,-2.561347557E1,-4.879545316E0,8.382661915E-1,2.608759827E1
4.016013958E0,-2.099898863E1,-3.149489860E0,-6.501226723E-2,2.123395951E1
4.025988958E0,-1.507748410E1,-3.678268189E0,-4.442860633E-1,1.552602891E1
4.035962958E0,-6.988668162E0,-4.598142216E0,-1.457830145E0,8.491740884E0
4.045937958E0,1.928641810E0,-5.418515342E0,-1.713535903E0,6.001347602E0
4.055912958E0,9.609183810E0,-5.961983632E0,-1.233822729E0,1.137558706E1
4.065886958E0,1.381086259E1,-5.475392379E0,9.174105942E-2,1.485692645E1
4.075861958E0,1.416829469E1,-4.975762419E0,1.488039200E0,1.509016391E1
4.085836958E0,1.292818679E1,-5.048012370E0,2.027167686E0,1.402604190E1
4.095810958E0,1.343250680E1,-6.260193969E0,1.246002479E0,1.487194640E1
4.105785958E0,1.640518914E1,-7.431406467E0,-3.033202189E-1,1.801244114E1
4.115760958E0,2.011290859E1,-8.467759368E0,-7.137970966E-1,2.183441199E1
4.125734958E0,2.162330754E1,-9.120586962E0,-2.524593830E-2,2.346813100E1
4.135709958E0,2.084849065E1,-8.598777344E0,3.706450599E-1,2.255517484E1
4.145684958E0,1.893326323E1,-8.115225474E0,2.502310091E-1,2.060067855E1
4.155658958E0,1.788854472E1,-7.993296409E0,2.368362075E-1,1.959461434E1
4.165633958E0,1.907737839E1,-7.363966436E0,4.897890955E-1,2.045517688E1
4.175608958E0,2.071655174E1,-6.641616032E0,1.622485984E0,2.181556876E1
4.185583958E0,1.986237411E1,-4.839155382E0,2.994608812E0,2.066153460E1
4.195557958E0,1.820702034E1,-3.325226172E0,3.689355680E0,1.887230945E1
4.205532958E0,1.645746208E1,-2.376580775E0,3.908211114E0,1.708128533E1
4.215507958E0,1.449357764E1,-1.287909035E0,3.188689009E0,1.489598067E1
4.225481958E0,1.247377978E1,-9.951338312E-1,2.165225126E0,1.269935720E1
4.235456958E0,9.976691254E0,-7.723256788E-1,1.211664705E0,1.007963227E1
4.245431958E0,6.911565607E0,-1.690463667E-1,5.253039140E-1,6.933560414E0
4.255405958E0,4.112511952E0,4.684539212E-1,5.066980737E-1,4.170005584E0
4.265380958E0,1.830748310E0,9.743773851E-1,9.870854312E-1,2.296821350E0
4.275355958E0,2.140102125E-1,1.012100258E0,1.629779216E0,1.930369808E0
4.285329958E0,-7.987814060E-1,6.881025307E-1,2.516053972E0,2.728014739E0
4.295304958E0,-1.355775182E0,4.265643221E-1,2.896804190E0,3.226694590E0
4.305279958E0,-1.569567513E0,-4.557115227E-2,2.741074126E0,3.158972344E0
4.315253958E0,-1.826362022E0,-2.440974261E-1,2.121627701E0,2.810068663E0
4.325228958E0,-2.301680720E0,-1.292126486E-1,1.185931109E0,2.592462660E0
4.335203958E0,-2.590821733E0,-4.960426927E-2,4.150698656E-1,2.624328644E0
4.345178958E0,-2.733777093E0,-1.015135109E-1,-2.166943038E-1,2.744230057E0
4.355152958E0,-2.598624843E0,1.410933137E-1,-7.318930596E-1,2.703410041E0
4.365127958E0,-2.152388733E0,2.309410447E-1,-8.235037261E-1,2.316089249E0
4.375102958E0,-1.648261095E0,2.755517918E-1,-6.563107806E-1,1.795393347E0
4.385076958E0,-1.227154126E0,2.443893483E-1,-5.043463236E-1,1.349073243E0
4.395051958E0,-9.047959574E-1,2.528081694E-1,-3.515503925E-1,1.003072965E0
4.405026958E0,-5.099771192E-1,2.732474041E-1,-2.760757023E-1,6.410605271E-1
4.415000958E0,-1.456826471E-1,1.981185767E-1,-2.887916422E-1,3.793086035E-1
4.424975958E0,2.321600430E-1,1.482608306E-1,-4.096494967E-1,4.936519721E-1
4.434950958E0,4.879520465E-1,-1.693286410E-1,-6.094061708E-1,7.988399523E-1
4.444924958E0,3.480763424E-1,-4.684514362E-1,-6.531983078E-1,8.759405901E-1
4.454899958E0,4.837861978E-2,-1.320655051E-1,-6.072701830E-1,6.233448994E-1
4.464874958E0,7.769195437E-3,8.936738223E-2,-5.813997620E-1,5.882793322E-1
4.474848667E0,-2.545928858E-2,-7.781766951E-3,-3.200315613E-1,3.211369357E-1
4.484823667E0,4.221930899E-2,7.402078003E-2,-7.852284372E-2,1.158765848E-1
4.494798667E0,1.430470146E-1,6.820133865E-2,5.979947448E-3,1.585863511E-1
4.504772667E0,7.960392080E-2,1.341614395E-2,1.196679461E-1,1.443509420E-1
4.514747667E0,1.443319403E-2,8.765063971E-2,1.105082828E-1,1.417851625E-1
4.524722667E0,8.817827784E-2,1.009211880E-1,-8.505067527E-2,1.587265329E-1
4.534697667E0,2.603845529E-2,1.331747219E-1,-3.144889855E-1,3.425154445E-1
4.544671667E0,-7.329769872E-2,7.400236130E-2,-5.773517346E-1,5.866719080E-1
4.554646667E0,-1.723584489E-1,-9.649338394E-2,-8.268144196E-1,8.500826387E-1
4.564621667E0,-5.587263063E-2,-2.451956794E-1,-9.229186714E-1,9.565675857E-1
4.574595667E0,9.065742418E-2,-3.539278704E-1,-9.272567207E-1,9.966387169E-1
4.584570667E0,2.940091858E-1,-3.213080084E-1,-7.330589944E-1,8.526756282E-1
4.594545667E0,3.502883441E-1,-3.247131345E-1,-2.414917606E-1,5.352184733E-1
4.604519667E0,1.593049785E-1,-1.945459279E-1,2.005080414E-1,3.216048335E-1
4.614494667E0,6.340391748E-2,-3.356944978E-2,4.355608481E-1,4.414297420E-1
4.624469667E0,2.905649565E-2,-4.660874069E-2,3.743521947E-1,3.783599084E-1
4.634443667E0,7.917444281E-2,-1.660410440E-1,1.858870786E-1,2.615190752E-1
4.644418667E0,7.266429909E-2,-1.040053019E-1,-6.153083503E-2,1.410079673E-1
4.654393667E0,9.978938632E-2,-3.976574421E-2,-2.509087014E-1,2.729366455E-1
4.664367667E0,1.770735705E-1,5.242672026E-2,-5.511854446E-1,5.812994105E-1
4.674342667E0,2.531965707E-1,5.731733143E-3,-6.833985919E-1,7.288175297E-1
4.684317667E0,2.368340879E-1,-2.489919841E-1,-5.283339411E-1,6.302572068E-1
4.694291667E0,2.456830448E-1,-2.427837029E-1,-2.794150472E-1,4.442711486E-1
4.704266667E0,4.477122393E-1,-5.428379595E-2,1.216776341E-1,4.671171442E-1
4.714241667E0,5.836700897E-1,3.903191864E-2,6.144488096E-1,8.483758624E-1
4.724216667E0,3.317205839E-1,-6.367647082E-2,8.846539074E-1,9.469454972E-1
4.734190667E0,5.822569638E-2,-1.099446112E-1,8.507248539E-1,8.597737064E-1
4.744165667E0,-1.203618644E-1,-3.063765585E-2,6.459366506E-1,6.577688051E-1
4.754140667E0,-2.288815822E-1,-3.288824916E-2,3.611257929E-1,4.288126093E-1
4.764114667E0,-2.535656031E-1,-1.368648997E-1,8.140610576E-2,2.994235627E-1
4.774089667E0,-2.399824481E-1,-2.697618788E-1,-3.082418203E-2,3.623716005E-1
4.784064667E0,-3.231108147E-1,-2.825734207E-1,3.070372939E-3,4.292525641E-1
4.794038667E0,-5.730177784E-1,-2.394323713E-1,1.072455364E-1,6.302212626E-1
4.804013667E0,-7.701290991E-1,-2.910951528E-1,3.207174397E-1,8.835694050E-1
4.813988667E0,-8.974944661E-1,-1.943719733E-1,5.073453605E-1,1.049131115E0
4.823962667E0,-1.009072132E0,6.474475712E-2,5.389869833E-1,1.145829576E0
4.833937667E0,-9.687874469E-1,1.126393005E-1,4.480142480E-1,1.073290965E0
4.843912667E0,-9.583865659E-1,-5.408265173E-2,3.490243953E-1,1.021395012E0
4.853886667E0,-1.051651556E0,-2.311872125E-1,4.123029631E-1,1.153001412E0
4.863861667E0,-1.280604255E0,-1.921205029E-1,5.099327534E-1,1.391721581E0
4.873836667E0,-1.309241578E0,-6.898515791E-2,5.702292413E-1,1.429697118E0
4.883810667E0,-1.190411977E0,-1.391385895E-1,5.776902884E-1,1.330475964E0
4.893785667E0,-9.864211875E-1,-3.012584907E-1,5.538681471E-1,1.170706352E0
4.903760667E0,-7.834122920E-1,-5.947664970E-1,2.234782434E-1,1.008674641E0
4.913734667E0,-7.634661969E-1,-9.585916570E-1,-1.812975991E-1,1.238808871E0
4.923709667E0,-5.677394237E-1,-1.148615056E0,-5.126306587E-1,1.380012606E0
4.933684667E0,-1.443193322E-1,-1.249882107E0,-8.862010807E-1,1.538956044E0
4.943659667E0,5.803442665E-1,-1.327841864E0,-1.177625724E0,1.867288362E0
4.953633667E0,1.570642670E0,-1.645885079E0,-1.198143604E0,2.571265094E0
4.963608667E0,2.781471369E0,-2.079247959E0,-9.308621138E-1,3.595324648E0
4.973583667E0,4.212333571E0,-2.596004998E0,-9.039432871E-1,5.029921424E0
4.983557667E0,5.732411420E0,-3.069501119E0,-1.191570164E0,6.610765256E0
4.993532667E0,7.141323760E0,-3.138149770E0,-1.501270280E0,7.943569819E0
5.003507667E0,8.493124589E0,-3.117875719E0,-1.616542874E0,9.190621587E0
5.013481667E0,9.623413010E0,-3.315947810E0,-1.185913568E0,1.024753526E1
5.023456667E0,1.068807053E1,-3.034050913E0,-4.949580342E-1,1.112138930E1
5.033431667E0,1.180294159E1,-2.750563864E0,8.362629354E-2,1.211948948E1
5.043405667E0,1.271885062E1,-2.896298113E0,5.818862504E-1,1.305742301E1
5.053380667E0,1.336151459E1,-3.014221835E0,1.339093076E0,1.376258608E1
5.063355667E0,1.379006638E1,-2.717961836E0,2.169471958E0,1.422180916E1
5.073329667E0,1.414115543E1,-2.570550606E0,2.799780756E0,1.464304543E1
5.083304667E0,1.423129610E1,-2.671120961E0,3.039631788E0,1.479540595E1
5.093279667E0,1.376327911E1,-2.860637991E0,3.075802079E0,1.438998472E1
5.103253667E0,1.272868330E1,-3.054594812E0,2.788177541E0,1.338371630E1
5.113228667E0,1.138725836E1,-3.089555022E0,2.617566313E0,1.208580392E1
5.123203667E0,1.010630531E1,-2.762012420E0,2.711640996E0,1.082215859E1
5.133177667E0,8.822013513E0,-2.712092401E0,2.849590847E0,9.659375529E0
5.143152667E0,7.351413633E0,-2.411152145E0,2.941950542E0,8.277198201E0
5.153127667E0,6.143711586E0,-1.636425161E0,2.799096047E0,6.946799122E0
5.163101667E0,5.378046763E0,-8.376754765E-1,2.474710064E0,5.979069918E0
5.173076667E0,4.691904365E0,-1.924070165E-1,2.329212043E0,5.241776013E0
5.183051667E0,4.059477414E0,3.950601089E-1,2.211864856E0,4.639803391E0
5.193026667E0,3.239322388E0,2.758210561E-1,2.066007816E0,3.851970286E0
5.203000667E0,1.892063091E0,-4.217824692E-1,2.741736615E0,3.357815191E0
5.212975667E0,2.191913572E-1,-1.296912432E-3,3.223825513E0,3.231268709E0
5.222950667E0,-1.487890827E0,1.229274472E0,3.451015568E0,3.954041388E0
5.232924667E0,-3.482831731E0,2.740673299E0,2.963980511E0,5.331658979E0
5.242899667E0,-5.683305919E0,4.618968828E0,1.497953154E0,7.475205874E0
5.252874667E0,-8.564967574E0,6.040928060E0,-8.110544193E-1,1.051233992E1
5.262848667E0,-1.229877379E1,7.022380283E0,-3.891951762E0,1.468744192E1
5.272823667E0,-1.614597271E1,7.709177277E0,-6.088583452E0,1.889959517E1
5.282798667E0,-1.848723528E1,8.627759653E0,-5.696345209E0,2.118170092E1
5.292772667E0,-1.876643048E1,8.980387103E0,-2.913662297E0,2.100751516E1
5.302747667E0,-1.702461627E1,8.393154743E0,5.556942326E-1,1.898924437E1
5.312722667E0,-1.381240274E1,7.647792622E0,3.201970375E0,1.610974288E1
5.322696667E0,-9.803636475E0,6.472224534E0,4.933101134E0,1.274113281E1
5.332671667E0,-6.074128550E0,4.468105402E0,5.381273841E0,9.263752570E0
5.342646667E0,-2.424821181E0,2.506357826E0,4.598697701E0,5.771447640E0
5.352620667E0,1.177041295E0,8.336673564E-1,3.593856030E0,3.872496435E0
5.362595667E0,3.103017359E0,-9.190222330E-1,2.514295714E0,4.098170511E0
5.372570667E0,2.331901323E0,-2.852624675E0,4.973419440E-1,3.717873092E0
5.382544667E0,-1.156727483E0,-6.024983872E0,-1.926973892E0,6.430527001E0
5.392519667E0,-5.361157081E0,-9.149455251E0,-2.870444357E0,1.098608153E1
5.402494667E0,-8.480921450E0,-8.918964441E0,-2.189108078E0,1.250064596E1
5.412468667E0,-9.584688070E0,-7.265211641E0,-4.889921200E-1,1.203697050E1
5.422443667E0,-8.951142254E0,-5.719758046E0,8.768250704E-1,1.065867731E1
5.432418667E0,-5.763446687E0,-5.392223922E0,1.791336030E0,8.093347967E0
5.442392667E0,-1.622885056E0,-6.486668326E0,1.820351669E0,6.929956859E0
5.452367667E0,1.616677506E0,-7.997860161E0,9.357655889E-1,8.213103588E0
5.462342667E0,3.581186576E0,-9.498114195E0,-2.138408625E-1,1.015306843E1
5.472317042E0,4.933825019E0,-1.088963575E1,-9.833496451E-1,1.199557304E1
5.482291042E0,4.815211911E0,-1.152588999E1,-1.140994672E0,1.254329601E1
5.492266042E0,2.958293509E0,-1.067189947E1,-7.716892093E-1,1.110119106E1
5.502241042E0,1.122024258E0,-1.020851114E1,2.445948780E-1,1.027289953E1
5.512215042E0,-3.797713210E-1,-9.415022922E0,1.328526573E0,9.515874407E0
5.522190042E0,-1.559747699E0,-8.451212332E0,1.990350693E0,8.821411375E0
5.532165042E0,-2.254095202E0,-7.573632386E0,1.920747192E0,8.132042946E0
5.542139042E0,-1.943218626E0,-7.100324253E0,1.466272940E0,7.506041531E0
5.552114042E0,-1.279788276E0,-6.480721123E0,1.133669865E0,6.702448184E0
5.562089042E0,-9.131950441E-1,-5.800755431E0,1.301929927E0,6.014790960E0
5.572063042E0,-8.677546502E-1,-5.283241178E0,1.592095081E0,5.585732022E0
5.582038042E0,-9.439034513E-1,-4.825537801E0,1.591023286E0,5.167990315E0
5.592013042E0,-1.055599157E0,-4.436357360E0,1.198549401E0,4.715090335E0
5.601987042E0,-1.307835323E0,-3.812847705E0,4.392276371E-1,4.054770249E0
5.611962042E0,-1.593408073E0,-3.369263015E0,-6.257356900E-1,3.779209931E0
5.621937042E0,-1.631856147E0,-3.445412766E0,-1.602986104E0,4.135624266E0
5.631911042E0,-1.242438309E0,-3.292150812E0,-2.293353993E0,4.200164575E0
5.641886042E0,-7.635238650E-1,-2.912685812E0,-2.338909650E0,3.812768769E0
5.651861042E0,-3.601818330E-1,-2.997387701E0,-1.625497300E0,3.428746922E0
5.661835042E0,-6.507702515E-2,-3.463553461E0,-5.950828314E-1,3.514905570E0
5.671810042E0,1.066970676E-1,-3.729034593E0,5.220692343E-1,3.766913796E0
5.681785042E0,-1.186519558E-1,-3.920054650E0,1.621642815E0,4.243893515E0
5.691759042E0,-3.739580558E-1,-4.530861229E0,2.482646490E0,5.179969275E0
5.701734042E0,-4.182859804E-1,-5.507441552E0,2.907819175E0,6.241977889E0
5.711709042E0,-1.121417756E-1,-6.686539021E0,3.127205536E0,7.382533056E0
5.721683042E0,3.992451804E-1,-7.919936657E0,3.141669209E0,8.529647049E0
5.731658042E0,8.649504717E-1,-8.404777839E0,2.803660383E0,8.902187449E0
5.741633042E0,8.847788917E-1,-8.312820432E0,2.315707313E0,8.674578813E0
5.751607042E0,4.676480653E-1,-7.602645686E0,1.714170325E0,7.807515356E0
5.761582042E0,-1.040617275E-1,-6.594544777E0,1.228942058E0,6.708885767E0
5.771557042E0,-6.469719002E-1,-5.911532101E0,1.021217383E0,6.033876811E0
5.781531042E0,-9.610958002E-1,-5.360909159E0,6.002447534E-1,5.479356341E0
5.791506042E0,-1.096979391E0,-4.237629211E0,-6.415623486E-2,4.377782673E0
5.801481042E0,-8.089032286E-1,-3.390188738E0,-5.729856187E-1,3.532140517E0
5.811455042E0,2.106278175E-1,-3.598860662E0,-6.222770619E-1,3.658331708E0
5.821430042E0,1.660123926E0,-4.077144484E0,-8.199784398E-2,4.402935639E0
5.831405042E0,3.018450249E0,-4.108941642E0,7.703811872E-1,5.156348563E0
5.841379042E0,4.057114554E0,-3.648927446E0,1.362056261E0,5.624059679E0
5.851354042E0,4.514377635E0,-2.542236634E0,1.505685512E0,5.395337005E0
5.861329042E0,3.818835254E0,-1.141193478E0,1.704418339E0,4.334843379E0
5.871303042E0,1.827410427E0,-2.265471545E-1,1.567328029E0,2.418112825E0
5.881278042E0,-9.484650104E-1,9.333398715E-2,7.584154451E-1,1.217986493E0
5.891253042E0,-3.357643136E0,-3.861173773E-1,-4.426576138E-1,3.408636064E0
5.901228042E0,-5.271241522E0,-1.119696189E0,-1.784714059E0,5.676698953E0
5.911202042E0,-6.748031264E0,-1.059469576E0,-2.955790901E0,7.442788562E0
5.921177042E0,-7.505452098E0,-1.604929134E-1,-3.573213020E0,8.314169859E0
5.931152042E0,-7.371288319E0,1.212258490E0,-3.622507387E0,8.302290160E0
5.941126042E0,-6.245430334E0,2.150034644E0,-3.383971394E0,7.421543736E0
5.951101042E0,-5.058313994E0,2.368429318E0,-2.285011185E0,6.034672652E0
5.961076042E0,-4.780134464E0,3.126061236E0,-1.205039810E0,5.837299486E0
5.971050042E0,-5.168697731E0,4.722503137E0,-4.941797698E-1,7.018666951E0
5.981025042E0,-5.708216227E0,5.683293639E0,3.882217902E-1,8.064383128E0
5.991000042E0,-6.440963565E0,6.429436364E0,1.060278538E0,9.162306160E0
6.000974042E0,-7.348450264E0,6.739356335E0,1.689026713E0,1.011293510E1
6.010949042E0,-7.726880307E0,6.671177216E0,1.922508373E0,1.038774871E1
6.020924042E0,-7.472510639E0,5.999671860E0,1.830413557E0,9.756274467E0
6.030898042E0,-7.153839140E0,5.366817185E0,1.662244712E0,9.096328854E0
6.040873042E0,-6.719753544E0,4.985471721E0,1.392073528E0,8.482209894E0
6.050848042E0,-6.090299610E0,4.639723813E0,1.104298716E0,7.735519507E0
6.060822042E0,-5.272261276E0,3.817210312E0,9.825982779E-1,6.582805854E0
6.070797042E0,-4.713844580E0,3.196041590E0,1.088441652E0,5.798251271E0
6.080772042E0,-4.448265799E0,2.964224925E0,9.892857385E-1,5.436210472E0
6.090746042E0,-4.545469620E0,2.590135563E0,6.022480094E-1,5.266193973E0
6.100721042E0,-4.391113359E0,2.094250160E0,1.876798350E-1,4.868571042E0
6.110696042E0,-4.159808033E0,1.371650957E0,-2.604519421E-1,4.387854195E0
6.120670042E0,-3.736055637E0,5.399017802E-1,-7.522331840E-1,3.849085660E0
6.130645042E0,-3.008846197E0,-7.745397270E-2,-7.933005184E-1,3.112632370E0
6.140620042E0,-1.788928439E0,-8.061240470E-1,-6.136635286E-1,2.055890042E0
6.150594042E0,-1.091305874E-1,-1.459346621E0,-2.018716121E-1,1.477279321E0
6.160569042E0,1.632131843E0,-1.576770990E0,2.314591080E-1,2.281147612E0
6.170544042E0,3.051605423E0,-1.525192409E0,6.042606211E-1,3.464626739E0
6.180518042E0,4.160339253E0,-1.551640242E0,8.388801491E-1,4.518819541E0
6.190493042E0,4.997397117E0,-1.521288515E0,9.218708503E-1,5.304539806E0
6.200468042E0,5.481029094E0,-1.509780610E0,6.879787159E-1,5.726642309E0
6.210442042E0,6.014666460E0,-1.442735558E0,2.556262350E-1,6.190560822E0
6.220417042E0,7.176600012E0,-1.370834979E0,-1.881973135E-1,7.308775171E0
6.230392042E0,8.446587769E0,-1.102819371E0,-3.887825382E-1,8.527145324E0
6.240366042E0,9.117661600E0,-7.766073024E-1,-1.763993865E-1,9.152376123E0
6.250341042E0,9.106482893E0,-5.077318615E-1,2.181046522E-1,9.123233635E0
6.260316042E0,8.286899140E0,-1.422425839E-1,5.539137554E-1,8.306608861E0
6.270290042E0,7.254614148E0,-2.844816595E-2,5.041358238E-1,7.272165335E0
6.280265042E0,6.006578007E0,-2.610322782E-1,3.127231264E-1,6.020374818E0
6.290240042E0,4.877762500E0,-7.397964486E-1,1.069759798E-1,4.934704617E0
6.300214042E0,4.318367857E0,-1.175259941E0,-2.924911755E-1,4.484984723E0
6.310189042E0,3.805121486E0,-1.321390631E0,-5.096251899E-1,4.060140461E0
6.320164042E0,3.592498891E0,-1.245661002E0,-3.942298043E-1,3.822713271E0
6.330138042E0,3.610481418E0,-1.162042017E0,3.533560127E-1,3.809301536E0
6.340113042E0,3.590663743E0,-7.420093274E-1,1.382609224E0,3.918552312E0
6.350088042E0,3.553529246E0,-4.412092584E-1,2.296485177E0,4.253948739E0
6.360062042E0,3.451101815E0,-3.368121931E-1,2.855262646E0,4.491778152E0
6.370037042E0,3.326772468E0,-1.695321241E-1,2.806683394E0,4.355872802E0
6.380012042E0,3.466983730E0,-1.604519829E-1,2.357776861E0,4.195811333E0
6.389986042E0,3.824877766E0,-2.164612922E-1,1.832448388E0,4.246694304E0
6.399961042E0,4.005698817E0,-1.876494294E-1,1.432497668E0,4.258272525E0
6.409936042E0,3.687459428E0,-1.720923275E-1,1.188841853E0,3.878184853E0
6.419910042E0,3.195008680E0,-1.868773046E-1,1.143629428E0,3.398660303E0
6.429885042E0,2.770991405E0,-1.711889327E-1,1.070096013E0,2.975366279E0
6.439860042E0,2.540545327E0,-1.110538280E-1,6.296913314E-1,2.619773785E0
