Time,x,y,z,abs
9.617627958E0,4.651241302E-1,-8.043103218E-1,-5.971004963E-1,1.104438569E0
9.627602958E0,2.215316445E-1,-6.198030710E-1,-7.144824266E-1,9.714511075E-1
9.637577958E0,1.031314675E-2,-5.963962674E-1,-7.738360167E-1,9.770450601E-1
9.647552958E0,-2.004182041E-1,-7.136610746E-1,-7.752603889E-1,1.072617479E0
9.657526958E0,-4.000287950E-1,-8.955971003E-1,-7.854570746E-1,1.256606549E0
9.667501958E0,-6.284437776E-1,-9.565760493E-1,-8.043402433E-1,1.398907626E0
9.677476958E0,-8.931419849E-1,-9.861634970E-1,-8.105818629E-1,1.557967909E0
9.687451958E0,-1.167423606E0,-1.013857126E0,-8.598973751E-1,1.769239284E0
9.697426958E0,-1.427146554E0,-1.027127624E0,-9.475998282E-1,1.997419304E0
9.707401958E0,-1.687869787E0,-1.154780030E0,-1.003765106E0,2.278149628E0
9.717375958E0,-1.947967410E0,-1.293620229E0,-9.939063191E-1,2.540842399E0
9.727350958E0,-2.188452959E0,-1.313576341E0,-9.772562981E-1,2.733100625E0
9.737325958E0,-2.386507988E0,-1.245892882E0,-9.759601355E-1,2.863593483E0
9.747300958E0,-2.516538858E0,-1.118591547E0,-1.010202289E0,2.933380906E0
9.757275958E0,-2.535180807E0,-1.043588161E0,-1.004446387E0,2.919782615E0
9.767250958E0,-2.480237961E0,-1.027511120E0,-9.118511677E-1,2.835283407E0
9.777224958E0,-2.436547756E0,-1.079198360E0,-7.768802643E-1,2.775784036E0
9.787199958E0,-2.411411762E0,-1.185419679E0,-6.492093205E-1,2.764344270E0
9.797174958E0,-2.384796858E0,-1.270407557E0,-5.552886724E-1,2.758538911E0
9.807149958E0,-2.377457619E0,-1.337994099E0,-4.898521900E-1,2.771730165E0
9.817124958E0,-2.380421162E0,-1.346064806E0,-4.294013679E-1,2.768154783E0
9.827098958E0,-2.391277313E0,-1.324808359E0,-3.563448489E-1,2.756865254E0
9.837073958E0,-2.414665937E0,-1.328239799E0,-2.422875017E-1,2.766502446E0
9.847048958E0,-2.448828459E0,-1.335285187E0,-1.397703886E-1,2.792719662E0
9.857023958E0,-2.458273172E0,-1.317469716E0,-4.421190172E-2,2.789406413E0
9.866998958E0,-2.416155338E0,-1.285042286E0,8.514431119E-2,2.737953588E0
9.876973958E0,-2.333557129E0,-1.175359726E0,1.928513199E-1,2.619952479E0
9.886947958E0,-2.197496653E0,-9.925489426E-1,2.509149015E-1,2.424273753E0
9.896922958E0,-2.037912369E0,-8.102771640E-1,2.749536633E-1,2.210256868E0
9.906897958E0,-1.900054216E0,-7.341499329E-1,3.102237582E-1,2.060441926E0
9.916872958E0,-1.754058957E0,-6.848596334E-1,3.786808252E-1,1.920717238E0
9.926847958E0,-1.627317548E0,-6.271259189E-1,4.428534806E-1,1.799324463E0
9.936822958E0,-1.542938113E0,-5.719841123E-1,4.923329055E-1,1.717619147E0
9.946796958E0,-1.508872867E0,-5.028032064E-1,5.528375506E-1,1.683786729E0
9.956771958E0,-1.483766437E0,-4.291052222E-1,5.971053839E-1,1.655967684E0
9.966746958E0,-1.508066773E0,-3.566954732E-1,6.421279907E-1,1.677446098E0
9.976721958E0,-1.510435104E0,-2.937029302E-1,7.006664276E-1,1.690742162E0
9.986696958E0,-1.486634493E0,-1.423227638E-1,7.716568112E-1,1.681009256E0
9.996671958E0,-1.449281454E0,6.140132993E-2,8.562576771E-1,1.684447704E0
1.000664596E1,-1.391640544E0,1.813111901E-1,9.111406803E-1,1.673234739E0
1.001662096E1,-1.366621971E0,3.247905970E-1,9.728146791E-1,1.708658229E0
1.002659596E1,-1.300987840E0,3.804586530E-1,1.016377687E0,1.694208296E0
1.003657096E1,-1.202125669E0,4.324861765E-1,1.045300364E0,1.650697812E0
1.004654596E1,-1.118032455E0,5.051466823E-1,1.056283474E0,1.618920788E0
1.005651996E1,-1.063187599E0,5.670606494E-1,1.081552863E0,1.619160970E0
1.006649496E1,-1.024182558E0,5.645952225E-1,1.088063121E0,1.597372540E0
1.007646996E1,-9.835941195E-1,4.801312089E-1,1.066762090E0,1.528386314E0
1.008644496E1,-9.602261186E-1,4.661031961E-1,1.042151928E0,1.491766412E0
1.009641996E1,-9.083701372E-1,4.889893234E-1,1.045915961E0,1.469076942E0
1.010639496E1,-8.194281459E-1,5.494617224E-1,1.057764053E0,1.446456174E0
1.011636896E1,-7.046645284E-1,6.087708473E-1,1.053359389E0,1.405958764E0
1.012634396E1,-5.530862212E-1,6.643470526E-1,1.058070540E0,1.366299617E0
1.013631896E1,-3.896008730E-1,7.360161543E-1,1.065199256E0,1.352093959E0
1.014629396E1,-1.998113543E-1,7.718416452E-1,1.073906660E0,1.337512474E0
1.015626896E1,1.292194892E-2,7.719638944E-1,1.075188994E0,1.323679193E0
1.016624396E1,2.373702377E-1,7.649086118E-1,1.075275302E0,1.340763510E0
1.017621796E1,4.568999410E-1,7.798029184E-1,1.062406301E0,1.394832354E0
1.018619296E1,6.366376281E-1,8.003404140E-1,1.030942202E0,1.452134316E0
1.019616796E1,7.672238946E-1,7.997087240E-1,1.007223845E0,1.497553478E0
1.020614296E1,8.558608294E-1,8.162125349E-1,9.733219147E-1,1.531684109E0
1.021611796E1,9.592098594E-1,8.414923549E-1,8.987019658E-1,1.560723602E0
1.022609296E1,1.060777426E0,8.047432899E-1,8.178096414E-1,1.562585396E0
1.023606696E1,1.157476306E0,7.659258246E-1,7.410232425E-1,1.573375103E0
1.024604196E1,1.275800467E0,7.319881916E-1,6.802932620E-1,1.620577818E0
1.025601696E1,1.393505812E0,6.713451147E-1,6.341060400E-1,1.671721622E0
1.026599196E1,1.490472317E0,6.278042793E-1,5.925951004E-1,1.722444453E0
1.027596696E1,1.571450591E0,6.036664248E-1,5.605697632E-1,1.774291005E0
1.028594096E1,1.642769575E0,6.092813015E-1,5.440106988E-1,1.834628906E0
1.029591596E1,1.680641770E0,6.158382893E-1,5.296778083E-1,1.866647299E0
1.030589096E1,1.677604675E0,5.914847255E-1,5.134376287E-1,1.851439933E0
1.031586596E1,1.654677510E0,5.746309161E-1,4.864885211E-1,1.817918984E0
1.032584096E1,1.641800404E0,5.539983511E-1,4.323691130E-1,1.785879556E0
1.033581596E1,1.638944983E0,5.014102459E-1,3.853358328E-1,1.756711871E0
1.034578996E1,1.645046473E0,4.657797515E-1,3.611177504E-1,1.747436609E0
1.035576496E1,1.695835352E0,4.582976103E-1,3.282325268E-1,1.787073259E0
1.036573996E1,1.751425385E0,4.570786655E-1,2.822169662E-1,1.831954749E0
1.037571496E1,1.827598691E0,5.132218003E-1,2.439457476E-1,1.913902589E0
1.038568996E1,1.986347556E0,6.177874207E-1,1.877817214E-1,2.088659830E0
1.039566496E1,2.085051298E0,6.316044331E-1,1.465463936E-1,2.183538166E0
1.040563896E1,2.022950172E0,5.335438848E-1,1.606521010E-1,2.098286342E0
1.041561396E1,1.954027176E0,4.968503714E-1,1.186308786E-1,2.019692002E0
1.042558896E1,1.857931614E0,4.932318628E-1,4.959590733E-2,1.922926755E0
1.043556396E1,1.750998497E0,5.066353083E-1,-3.085153177E-2,1.823081701E0
1.044553896E1,1.676182508E0,5.169249177E-1,-1.015759334E-1,1.757019306E0
1.045551296E1,1.620398879E0,4.320451915E-1,-1.428983361E-1,1.683085116E0
1.046548796E1,1.582852364E0,2.840095460E-1,-1.632423699E-1,1.616394475E0
1.047546296E1,1.567806840E0,1.879248172E-1,-2.083664387E-1,1.592717990E0
1.048543796E1,1.532371163E0,1.473567188E-1,-2.429444045E-1,1.558492017E0
1.049541296E1,1.505837560E0,4.965199903E-2,-2.920863926E-1,1.534707313E0
1.050538796E1,1.477622390E0,-2.393054590E-2,-3.044808507E-1,1.508856914E0
1.051536108E1,1.406701326E0,-6.719918549E-2,-3.134543598E-1,1.442767475E0
1.052533608E1,1.300205827E0,-1.334919780E-1,-3.321952224E-1,1.348595182E0
1.053531108E1,1.153884530E0,-2.332963347E-1,-3.594270945E-1,1.230879574E0
1.054528608E1,1.007183909E0,-3.527360559E-1,-3.755635023E-1,1.131322278E0
1.055526108E1,8.968288898E-1,-4.970303774E-1,-3.947507739E-1,1.098712623E0
1.056523608E1,8.444378376E-1,-6.357516050E-1,-4.073301852E-1,1.132772371E0
1.057521008E1,8.008336425E-1,-7.854175568E-1,-4.143164456E-1,1.195773130E0
1.058518508E1,6.039177775E-1,-1.267832041E0,-4.344664216E-1,1.469991781E0
1.059516008E1,4.919022620E-1,-1.383995175E0,-4.709988832E-1,1.542481905E0
1.060513508E1,3.461976647E-1,-1.229401469E0,-5.472350717E-1,1.389513231E0
1.061511008E1,2.137133777E-1,-1.130926847E0,-5.960739851E-1,1.296137777E0
1.062508408E1,1.287576705E-1,-1.067598224E0,-6.000211239E-1,1.231409702E0
1.063505908E1,4.473840445E-2,-1.005068779E0,-5.955579281E-1,1.169125323E0
1.064503408E1,-4.971424863E-2,-9.880162477E-1,-5.861176848E-1,1.149861536E0
1.065500908E1,-1.267696172E-1,-1.041717052E0,-5.481849313E-1,1.183955942E0
1.066498408E1,-1.919087619E-1,-1.176887393E0,-4.858925343E-1,1.287627455E0
1.067495908E1,-2.616627812E-1,-1.351722598E0,-4.235668480E-1,1.440496535E0
1.068493308E1,-3.254753053E-1,-1.550737739E0,-4.064587057E-1,1.635827126E0
1.069490808E1,-4.270682633E-1,-1.742557764E0,-4.139762819E-1,1.841268917E0
1.070488308E1,-5.751703382E-1,-1.834158421E0,-4.297419786E-1,1.969679212E0
1.071485808E1,-7.850269079E-1,-1.825687528E0,-4.353846908E-1,2.034443910E0
1.072483308E1,-1.034621954E0,-1.816328406E0,-4.201984704E-1,2.132148734E0
1.073480808E1,-1.274937630E0,-1.792654991E0,-3.714527786E-1,2.230931430E0
1.074478208E1,-1.459222913E0,-1.714477658E0,-3.036462665E-1,2.271776002E0
1.075475708E1,-1.601940393E0,-1.580460906E0,-2.476314604E-1,2.263932649E0
1.076473208E1,-1.707406998E0,-1.445713639E0,-1.654631644E-1,2.243369038E0
1.077470708E1,-1.777999163E0,-1.299322009E0,-4.137449712E-2,2.202550920E0
1.078468208E1,-1.793220878E0,-1.190675974E0,9.380768239E-2,2.154564984E0
1.079465708E1,-1.752453208E0,-1.108932614E0,2.019898146E-1,2.083656323E0
1.080463108E1,-1.694210529E0,-1.038353324E0,2.996052206E-1,2.009549758E0
1.081460608E1,-1.632477641E0,-9.853932261E-1,3.812404275E-1,1.944563530E0
1.082458108E1,-1.567088246E0,-9.472807646E-1,4.445461631E-1,1.884337472E0
1.083455608E1,-1.559284091E0,-8.873950243E-1,4.749338925E-1,1.855909213E0
1.084453108E1,-1.603995681E0,-8.130767345E-1,4.975021780E-1,1.865852175E0
1.085450508E1,-1.628090382E0,-7.421341538E-1,6.139742136E-1,1.891667446E0
1.086448008E1,-1.672343612E0,-5.897830129E-1,6.824380159E-1,1.900078631E0
1.087445508E1,-1.683409572E0,-4.711338282E-1,7.288038731E-1,1.893935045E0
1.088443008E1,-1.611548662E0,-2.954718471E-1,7.511693239E-1,1.802400637E0
1.089440508E1,-1.519886851E0,-6.363889575E-2,7.433105707E-1,1.693108548E0
1.090438008E1,-1.448065400E0,1.049443409E-1,7.214227915E-1,1.621221010E0
1.091435408E1,-1.358644128E0,2.080161273E-1,7.209801674E-1,1.552094384E0
1.092432908E1,-1.219737172E0,2.775230408E-1,7.280341387E-1,1.447346370E0
1.093430408E1,-1.089327455E0,3.574189246E-1,7.156842947E-1,1.351512708E0
1.094427908E1,-9.163557887E-1,4.092745781E-1,7.112454176E-1,1.230074655E0
1.095425408E1,-7.516650558E-1,5.165424943E-1,7.308638692E-1,1.168750829E0
1.096422808E1,-5.897820592E-1,5.649433732E-1,7.040969729E-1,1.078311847E0
1.097420308E1,-4.254135787E-1,5.832925439E-1,6.766498685E-1,9.894755931E-1
1.098417808E1,-2.308534086E-1,5.400690436E-1,6.958755851E-1,9.106100692E-1
1.099415308E1,-1.693126746E-2,4.935572147E-1,7.316594124E-1,8.827292268E-1
1.100412808E1,1.730134636E-1,5.046859980E-1,7.568899393E-1,9.260259151E-1
1.101410308E1,3.296281397E-1,5.422344208E-1,7.664344311E-1,9.950349817E-1
1.102407708E1,4.589529634E-1,6.497790217E-1,7.709158659E-1,1.107773385E0
1.103405208E1,5.500307083E-1,7.220460176E-1,7.584517002E-1,1.182849616E0
1.104402708E1,6.451043487E-1,7.598005533E-1,7.369890809E-1,1.239600503E0
1.105400208E1,7.423971295E-1,8.167924881E-1,7.165738344E-1,1.315971704E0
1.106397708E1,8.589139581E-1,8.983682394E-1,6.755074859E-1,1.414605614E0
1.107395208E1,9.809842110E-1,1.007247925E0,6.153703928E-1,1.534783087E0
1.108392608E1,1.119869709E0,1.090190887E0,5.652067661E-1,1.661951571E0
1.109390108E1,1.246536016E0,1.177952409E0,5.301345587E-1,1.795122995E0
1.110387608E1,1.371923685E0,1.319138169E0,4.894448817E-1,1.965160655E0
1.111385108E1,1.504199147E0,1.472832918E0,4.264286160E-1,2.147950941E0
1.112382608E1,1.618418813E0,1.556832552E0,3.504663706E-1,2.272847053E0
1.113380008E1,1.689076185E0,1.534473419E0,2.980561554E-1,2.301396208E0
1.114377508E1,1.734000325E0,1.299732685E0,2.437583059E-1,2.180706375E0
1.115375008E1,1.722079277E0,9.345520735E-1,1.819548607E-1,1.967753080E0
1.116372508E1,1.660138845E0,5.669474602E-1,9.888478369E-2,1.757062494E0
1.117370008E1,1.595720649E0,2.376968861E-1,2.251118422E-2,1.613484103E0
1.118367508E1,1.537479877E0,-1.580603980E-2,-4.672707990E-2,1.538270985E0
1.119364908E1,1.491120934E0,-1.539854854E-1,-9.034805745E-2,1.501770935E0
1.120362408E1,1.458084106E0,-2.388308793E-1,-1.246264428E-1,1.482761343E0
1.121359908E1,1.421568990E0,-2.641412914E-1,-1.643844992E-1,1.455215200E0
1.122357408E1,1.428673744E0,-2.543798089E-1,-2.209287137E-1,1.467864861E0
1.123354908E1,1.426447630E0,-2.360527366E-1,-2.868944108E-1,1.474036003E0
1.124352408E1,1.431903243E0,-2.800071239E-1,-3.336691558E-1,1.496691683E0
1.125349808E1,1.410413146E0,-3.556105196E-1,-3.588133752E-1,1.498155907E0
1.126347308E1,1.389043212E0,-3.626931906E-1,-3.924754560E-1,1.488295797E0
1.127344808E1,1.366966128E0,-3.530163169E-1,-4.382922053E-1,1.478281764E0
1.128342308E1,1.341977835E0,-3.716353178E-1,-4.908175468E-1,1.476454938E0
1.129339808E1,1.303239226E0,-3.725810051E-1,-5.441143513E-1,1.460585333E0
1.130337208E1,1.276600003E0,-3.441501260E-1,-5.987539291E-1,1.451431412E0
1.131334708E1,1.266032338E0,-3.356985748E-1,-6.640679836E-1,1.468508666E0
1.132332208E1,1.269890189E0,-3.801363409E-1,-6.928850412E-1,1.495732065E0
1.133329708E1,1.251396656E0,-4.287259877E-1,-6.691863537E-1,1.482433789E0
1.134327208E1,1.189608455E0,-4.699830711E-1,-6.219723225E-1,1.422287570E0
1.135324708E1,1.050403118E0,-4.984892905E-1,-5.767060518E-1,1.297855213E0
1.136322108E1,8.447271585E-1,-4.939304292E-1,-5.302466750E-1,1.112965758E0
1.137319608E1,5.630411506E-1,-5.172218680E-1,-4.916020930E-1,9.089589737E-1
1.138317108E1,2.108655274E-1,-5.094655156E-1,-4.263550639E-1,6.969921253E-1
1.139314608E1,-1.618577093E-1,-4.370123446E-1,-3.604466021E-1,5.891514749E-1
1.140312108E1,-5.111916065E-1,-3.866601288E-1,-2.981505394E-1,7.069063997E-1
1.141309608E1,-7.994436622E-1,-4.545345306E-1,-1.907655001E-1,9.392035373E-1
1.142307008E1,-1.053322673E0,-5.850284100E-1,-5.681106821E-2,1.206223193E0
1.143304508E1,-1.285216928E0,-6.878011227E-1,8.125545830E-2,1.459950473E0
1.144302008E1,-1.492751241E0,-7.568079829E-1,2.128239572E-1,1.687115475E0
1.145299508E1,-1.709581494E0,-8.539137244E-1,3.543272913E-1,1.943549681E0
1.146297008E1,-1.949357510E0,-1.036619306E0,4.909309149E-1,2.261766444E0
1.147294408E1,-2.194557905E0,-1.219685555E0,5.961486697E-1,2.580525235E0
1.148291908E1,-2.385625362E0,-1.280875921E0,6.778539419E-1,2.791296735E0
1.149289408E1,-2.541437149E0,-1.271473527E0,7.204946280E-1,2.931665094E0
1.150286908E1,-2.653120518E0,-1.314745188E0,7.526998520E-1,3.055185830E0
1.151284437E1,-2.664864779E0,-1.373244762E0,7.678090334E-1,3.094646374E0
1.152281937E1,-2.622965097E0,-1.417639732E0,7.801157236E-1,3.081919670E0
1.153279337E1,-2.517980099E0,-1.371020913E0,7.745028138E-1,2.969810891E0
1.154276837E1,-2.283546448E0,-1.188523889E0,6.874245405E-1,2.664531087E0
1.155274337E1,-2.077353239E0,-9.639585018E-1,5.953292251E-1,2.366226819E0
1.156271837E1,-1.862556934E0,-8.545787930E-1,5.392634273E-1,2.119015878E0
1.157269337E1,-1.677507162E0,-8.364168406E-1,5.227707624E-1,1.945999147E0
1.158266737E1,-1.520613670E0,-8.023970127E-1,4.771443009E-1,1.784313197E0
1.159264237E1,-1.344340205E0,-7.679218650E-1,4.475704134E-1,1.611605986E0
1.160261737E1,-1.108082414E0,-7.765566707E-1,4.573171139E-1,1.428294732E0
1.161259237E1,-8.159723282E-1,-7.591574788E-1,4.595890641E-1,1.205550922E0
1.162256738E1,-5.167326331E-1,-6.464192271E-1,4.793338180E-1,9.563636026E-1
1.163254237E1,-2.093657702E-1,-4.752216339E-1,5.403921008E-1,7.494619735E-1
1.164251638E1,9.248598665E-2,-2.684994936E-1,5.974526405E-1,6.615098589E-1
1.165249137E1,3.851543367E-1,-2.463542297E-2,6.324250102E-1,7.408860646E-1
1.166246637E1,6.497364640E-1,2.634804547E-1,6.679066420E-1,9.683381150E-1
1.167244137E1,8.779374361E-1,5.186541677E-1,6.969966292E-1,1.235143955E0
1.168241637E1,1.069784522E0,7.057811618E-1,6.970844269E-1,1.458935458E0
1.169239037E1,1.224755168E0,8.329484463E-1,6.811800003E-1,1.630286640E0
1.170236537E1,1.306330681E0,8.483081460E-1,6.338214874E-1,1.681623096E0
1.171234037E1,1.373717904E0,8.376621604E-1,5.712537169E-1,1.707369200E0
1.172231537E1,1.469763517E0,8.449348211E-1,5.163962841E-1,1.772225937E0
1.173229037E1,1.567321181E0,8.498497009E-1,4.562269449E-1,1.840348669E0
1.174226537E1,1.648690224E0,8.350610733E-1,3.923244178E-1,1.889292169E0
1.175223937E1,1.695600390E0,7.754150629E-1,3.333521783E-1,1.894057253E0
1.176221437E1,1.720252872E0,6.678015590E-1,2.813574374E-1,1.866652317E0
1.177218937E1,1.709332228E0,5.792444944E-1,2.144378126E-1,1.817505000E0
1.178216437E1,1.653743863E0,5.183157921E-1,1.419522315E-1,1.738870456E0
1.179213937E1,1.553918242E0,4.588071406E-1,7.555830479E-2,1.621997211E0
1.180211337E1,1.447092175E0,3.990350068E-1,2.026930079E-2,1.501238004E0
1.181208837E1,1.346388936E0,3.500115573E-1,-4.479598626E-2,1.391861321E0
1.182206337E1,1.251795053E0,2.921711802E-1,-1.143945232E-1,1.290519648E0
1.183203837E1,1.152048945E0,2.204623818E-1,-1.488936394E-1,1.182366166E0
1.184201337E1,1.041208267E0,1.335933805E-1,-1.605686545E-1,1.061952984E0
1.185198838E1,9.282685518E-1,9.487741441E-2,-1.656060219E-1,9.476864368E-1
1.186196237E1,8.531015515E-1,6.089812145E-2,-1.602771282E-1,8.701606727E-1
1.187193738E1,7.224463820E-1,2.648821473E-2,-1.303490549E-1,7.345891890E-1
1.188191237E1,5.603027940E-1,1.860134304E-2,-9.585864842E-2,5.687478452E-1
1.189188737E1,4.155898392E-1,3.353235498E-2,-7.672996819E-2,4.239420023E-1
1.190186237E1,3.054003119E-1,3.642565757E-2,-8.121717721E-2,3.181075430E-1
1.191183637E1,2.320414335E-1,2.017318271E-2,-8.993663639E-2,2.496773572E-1
1.192181137E1,1.707973480E-1,9.774891660E-3,-1.064733416E-1,2.015039828E-1
1.193178637E1,1.250564754E-1,9.868901223E-3,-1.228421926E-1,1.755754013E-1
1.194176137E1,1.001192555E-1,3.719685972E-2,-1.303050071E-1,1.684840247E-1
1.195173637E1,8.675684780E-2,9.367132187E-2,-1.142043322E-1,1.713000195E-1
1.196171137E1,6.928517669E-2,1.421049833E-1,-9.669701755E-2,1.853228944E-1
1.197168537E1,3.121795133E-2,1.985725313E-1,-1.061746776E-1,2.273294368E-1
1.198166037E1,1.121272147E-2,2.444812655E-1,-1.221076027E-1,2.735088316E-1
1.199163537E1,9.184191935E-3,2.842331827E-1,-1.351496428E-1,3.148623151E-1
1.200161037E1,-2.737192437E-2,3.270028532E-1,-1.543614417E-1,3.626396874E-1
1.201158537E1,-1.030855924E-1,3.588944674E-1,-1.103412658E-1,3.893675295E-1
1.202156037E1,-1.636640579E-1,3.431879282E-1,-7.650136203E-2,3.878354500E-1
1.203153437E1,-2.066591978E-1,2.900168598E-1,-7.745371014E-2,3.644405030E-1
1.204150937E1,-2.612291873E-1,2.694786787E-1,-6.895724684E-2,3.815947437E-1
1.205148437E1,-3.388515413E-1,2.859322131E-1,-4.194773734E-2,4.453506598E-1
1.206145937E1,-4.262602925E-1,3.088822663E-1,-2.129744366E-2,5.268393232E-1
1.207143437E1,-5.247799754E-1,3.328022361E-1,3.051838838E-3,6.214182687E-1
1.208140837E1,-5.989395976E-1,3.355503380E-1,2.529800497E-2,6.869953857E-1
1.209138337E1,-6.460413337E-1,3.201588690E-1,5.646497756E-2,7.232284562E-1
1.210135838E1,-6.780139804E-1,2.787235081E-1,7.361362129E-2,7.367555340E-1
1.211133337E1,-6.805756688E-1,2.496380359E-1,8.007445186E-2,7.293245559E-1
1.212130837E1,-6.576775908E-1,2.356571257E-1,7.730783522E-2,7.028873279E-1
1.213128237E1,-6.289732456E-1,2.138892561E-1,4.557360709E-2,6.659075846E-1
1.214125737E1,-5.913180113E-1,1.755224764E-1,2.352600731E-2,6.172670437E-1
1.215123237E1,-5.467076898E-1,1.381894797E-1,1.209598687E-2,5.640318637E-1
1.216120737E1,-5.116451383E-1,7.559285313E-2,1.218158100E-2,5.173426503E-1
1.217118237E1,-4.833770096E-1,-2.508928813E-2,1.072216872E-2,4.841464352E-1
1.218115737E1,-4.346796274E-1,-9.480527788E-2,-7.018638775E-3,4.449535712E-1
1.219113137E1,-3.558356762E-1,-1.035239324E-1,-4.137767479E-2,3.728918677E-1
1.220110637E1,-2.910387516E-1,-1.043363735E-1,-7.555931062E-2,3.182747920E-1
1.221108137E1,-2.501826882E-1,-1.276185364E-1,-8.230563253E-2,2.926637754E-1
1.222105637E1,-2.124060243E-1,-1.466521472E-1,-8.433686197E-2,2.715435098E-1
1.223103137E1,-1.831597239E-1,-1.626851708E-1,-9.619271755E-2,2.631862233E-1
1.224100637E1,-1.519931704E-1,-1.983126551E-1,-1.168120578E-1,2.758167686E-1
1.225098037E1,-1.141286269E-1,-2.489345521E-1,-1.533125341E-1,3.138446874E-1
1.226095537E1,-9.442562610E-2,-2.990942895E-1,-1.922243685E-1,3.678638345E-1
1.227093037E1,-7.364844531E-2,-3.407658339E-1,-2.285927534E-1,4.168933844E-1
1.228090537E1,-3.768045083E-2,-3.938789368E-1,-2.617085278E-1,4.743962339E-1
1.229088037E1,1.779345982E-2,-4.706357718E-1,-3.040434718E-1,5.605863623E-1
1.230085437E1,7.746014744E-2,-5.332229137E-1,-3.523691595E-1,6.438095795E-1
1.231082937E1,1.248625517E-1,-5.835013390E-1,-3.856887817E-1,7.105070765E-1
1.232080437E1,1.608479321E-1,-6.259248257E-1,-4.049391150E-1,7.626464656E-1
1.233077938E1,1.860451698E-1,-6.770721674E-1,-4.197263122E-1,8.180523835E-1
1.234075437E1,2.039534003E-1,-7.131088376E-1,-4.281738698E-1,8.564193287E-1
1.235072838E1,2.355744392E-1,-7.241162062E-1,-4.330362678E-1,8.759908707E-1
1.236070337E1,2.721999288E-1,-7.420119643E-1,-4.313217402E-1,9.003960239E-1
1.237067837E1,3.095552921E-1,-7.693018913E-1,-4.252654314E-1,9.319337777E-1
1.238065337E1,3.433640897E-1,-7.862872481E-1,-4.212290049E-1,9.558140035E-1
1.239062837E1,3.808475435E-1,-7.570528984E-1,-4.110421538E-1,9.418755728E-1
1.240060337E1,4.094883502E-1,-6.873190999E-1,-3.931073844E-1,8.914155427E-1
1.241057737E1,4.229780734E-1,-5.962054133E-1,-3.809700310E-1,8.243236682E-1
1.242055237E1,4.197026193E-1,-5.145592690E-1,-3.631948233E-1,7.568566638E-1
1.243052737E1,4.102364182E-1,-4.436478019E-1,-3.349373341E-1,6.908692414E-1
1.244050237E1,3.899218738E-1,-3.604332805E-1,-3.141569793E-1,6.169650112E-1
1.245047737E1,3.572171926E-1,-2.557020783E-1,-2.973825037E-1,5.304941368E-1
1.246045137E1,3.077495396E-1,-1.707677394E-1,-2.797786593E-1,4.496081607E-1
1.247042637E1,2.405097783E-1,-1.120370552E-1,-2.710379064E-1,3.792872287E-1
1.248040137E1,1.782182902E-1,-8.114209026E-2,-2.694301009E-1,3.330741315E-1
1.249037637E1,1.065233275E-1,-7.028038800E-2,-2.737265825E-1,3.020145596E-1
1.250035137E1,6.887678057E-2,-7.244176418E-2,-2.768176794E-1,2.943125001E-1
1.251032696E1,5.755701289E-2,-9.970348328E-2,-2.749800980E-1,2.981067738E-1
1.252030096E1,7.770264894E-2,-9.189206362E-2,-2.784888744E-1,3.033774978E-1
1.253027596E1,1.220243052E-1,-8.148788661E-2,-2.769644856E-1,3.134318634E-1
1.254025096E1,1.780321896E-1,-6.580112875E-2,-2.427438498E-1,3.081392959E-1
1.255022596E1,2.444277257E-1,-6.502988189E-2,-1.984525472E-1,3.214921649E-1
1.256020096E1,2.780939937E-1,-4.468568787E-2,-1.676549464E-1,3.277823380E-1
1.257017496E1,2.804431319E-1,-1.129976846E-2,-1.534536332E-1,3.198813101E-1
1.258014996E1,2.834000587E-1,3.547539935E-2,-1.502662748E-1,3.227290669E-1
1.259012496E1,2.775349617E-1,1.074609086E-1,-1.552320123E-1,3.356642362E-1
1.260009996E1,2.804719806E-1,1.804931760E-1,-1.436834931E-1,3.631628624E-1
1.261007496E1,2.772732675E-1,2.398395985E-1,-1.312412024E-1,3.893940820E-1
1.262004996E1,2.740974426E-1,2.905428708E-1,-1.217226535E-1,4.175655304E-1
1.263002396E1,2.786125839E-1,3.205609620E-1,-1.206153110E-1,4.415114443E-1
1.263999896E1,2.806066573E-1,3.308589756E-1,-1.151470765E-1,4.488503170E-1
1.264997396E1,2.686171234E-1,3.439366817E-1,-1.062640995E-1,4.491543820E-1
1.265994896E1,2.536562085E-1,3.419642746E-1,-9.003989398E-2,4.351875685E-1
1.266992396E1,2.318132222E-1,3.490309715E-1,-6.664269418E-2,4.242655274E-1
1.267989796E1,2.125139534E-1,3.789868951E-1,-4.769077152E-2,4.371128650E-1
1.268987296E1,2.000695318E-1,4.556638300E-1,-2.614606544E-2,4.983381987E-1
1.269984796E1,1.832977831E-1,5.407516360E-1,-1.623908523E-3,5.709755216E-1
1.270982296E1,1.735165268E-1,5.965816379E-1,2.861601859E-2,6.219618254E-1
1.271979796E1,1.578587741E-1,6.442316175E-1,5.088576302E-2,6.652391527E-1
1.272977196E1,1.355124563E-1,7.151875496E-1,6.528414041E-2,7.308343697E-1
1.273974696E1,1.146360934E-1,7.582736611E-1,7.296454161E-2,7.703532978E-1
1.274972196E1,1.021727696E-1,7.775264978E-1,7.664956152E-2,7.879478948E-1
1.275969696E1,9.372028708E-2,7.750114202E-1,6.722541153E-2,7.835467119E-1
1.276967196E1,6.582687050E-2,7.385964394E-1,5.434210226E-2,7.435125696E-1
